,Date of Creation,Content,hashtags,User
253,2023-04-09 23:48:29+00:00,"@AlexScott smashed it on motd2, ignore the haters. 💯🫶🏾 https://t.co/kBL4uiPEGJ",N/A,Mojogayle
254,2023-04-09 23:48:29+00:00,"@SheriffQuadry This is Anfield,  the best arsenal will ever get is a draw",N/A,Sagehimself
255,2023-04-09 23:48:27+00:00,"i missed the liverpool-arsenal twt chaos last night wtf that was insane 💀

still a hell of a match, despite salah bottling another pen lmao",N/A,OKNOTOK2017
256,2023-04-09 23:48:27+00:00,People keep saying that chelsea will do something against arsenal lol you guys are insane,N/A,omointhislife
257,2023-04-09 23:48:21+00:00,@GodlivesinCT Not for me 😉 https://t.co/1hYtx3MLjL,N/A,ARSENAL_THERAP
258,2023-04-09 23:48:21+00:00,I #VoteBassi for @MLS Player of the Matchday!,['VoteBassi'],DynamoFanTV
259,2023-04-09 23:48:21+00:00,@InsideWithPsaki @GavinNewsom @jrpsaki Says the guy surrounded by an arsenal 24/7,N/A,StrtchCuningham
260,2023-04-09 23:48:09+00:00,"@Arsenalnewschan great game to watch? maybe for the Liverpool fans. Fair result? maybe for the neutral fans, but for us arsenal fans, it was a game we let go of starting in the final minutes of the first half.",N/A,CartArsenalSaka
261,2023-04-09 23:48:07+00:00,I #VoteBouanga for @MLS Player of the Matchday!,['VoteBouanga'],wowbagger87
262,2023-04-09 23:48:07+00:00,"@scrapytweets People who constantly hate on Lacazette are so weird, he was scoring  20+ in ligue 1 for years, goes to Arsenal where he scores double figures every season bar one and gets pots. Then goes back to Lyon and is only behind Mbappe in goals and they’re using that to slander 😭 freaks",N/A,gidnebzhsbs6262
263,2023-04-09 23:48:03+00:00,arsenal girlies&gt;&gt;&gt;&gt;,N/A,disaafc
264,2023-04-09 23:48:00+00:00,@potam1304 I never knew a day like this would come as a Chelsea fan. Now I really get how Arsenal fans felt all those years of turmoil and poor performance....Na Boehly I blame sha,N/A,Eze_Carly
265,2023-04-09 23:48:00+00:00,@Arsenal We are an offensive team somehow we subbed out odegaard to invite direct attack. I have no clue with what happened,N/A,Cyruscheung1
266,2023-04-09 23:47:58+00:00,"@SMXLFC As a LFC fan we people start comparison with other team we should just focus on our club, if arsenal win so would you say arteta is on level with klopp try be a humble fans for one’s",N/A,asifkhan007731
267,2023-04-09 23:47:53+00:00,@PalmerFpl Arsenal vs United or Newcastle vs City better imo,N/A,ajdavo7
268,2023-04-09 23:47:47+00:00,"Thoughts from todays game:

Arsenal are SPECIAL. Liverpool haven’t been dominated like that at home in the first 30 minutes since Roma 2018. That is no easy feat 

This Liverpool team is not as far away as people think. Arsenal have hardly been pinned back like that all season",N/A,VFTB_
269,2023-04-09 23:47:47+00:00,"All of a sudden Man City vs Arsenal might be a title decider, I didn’t expect Liverpool to come back from 2-nil down.",N/A,billyn321
270,2023-04-09 23:47:39+00:00,Facts man. Arsenal winning the league would mean we would have seen all our rivals lift the PL trophy since we did in 2013 with Sir Alex. Now your going to tell me that's not pain?,N/A,UnitedDemon
271,2023-04-09 23:47:38+00:00,@zxonae What features are you bringing to Arsenal Reloaded that will help Content Creators such as myself get fresh new content?,N/A,RyanAstonBruv
272,2023-04-09 23:47:35+00:00,"@Riot_V11 @gunnersim1 @SxrgioSZN no it aint in ur favor, arsenal will only need a tie from the city game yall need to win every game tf u on about in ur favor",N/A,windspike_
273,2023-04-09 23:47:34+00:00,@sjeq74 Actually RBNY but you knew that.,N/A,NJArsenal82
274,2023-04-09 23:47:33+00:00,@zxonae what happens if the game flops and everyone sticks to regular arsenal,N/A,BroIsDude
275,2023-04-09 23:47:29+00:00,@RacyTinah @Arsenal Air conditioner,N/A,PeterBa99838135
276,2023-04-09 23:47:26+00:00,Arsenal will have more bottles in the league than coca-cola. Chelsea will help them in bottling it 😂😂and we'll be there No matter what.,N/A,messiah_blaq
277,2023-04-09 23:47:25+00:00,@zxonae will time capsules be added when arsenal reloaded is ready,N/A,Kiyakers
278,2023-04-09 23:47:24+00:00,@UTDCJ_ In all these if arsenal now win against city ..it will be really mad and fun,N/A,CaptainGbolahan
279,2023-04-09 23:47:24+00:00,"@Gizzie_af As my partner said proudly on fb ""hala arsenal!"" 😂",N/A,CarlellTT
280,2023-04-09 23:47:23+00:00,"Gabriel Martinelli &amp; Bukayo Saka : appreciation tweet ;

Another players that you simply cannot hate, in-fact you will enjoy football ⚽️ while watching them ;
Martinelli &amp; Saka 💫💫
#Arsenal #PremierLeague #England #Brazil https://t.co/n2H81Y0d8Y","['Arsenal', 'PremierLeague', 'England', 'Brazil']",RizwanLiverpool
281,2023-04-09 23:47:21+00:00,"@pillze_ bringing Jorginho for whoever would have calmed the game down for arsenal, Jorginho against tired legs would have gained more control of the ball. 

this is exactly how lampard beat arsenal in December 2019 or 2020 or so. the game lamptey shined",N/A,_neenoe
282,2023-04-09 23:47:18+00:00,"@BabaJibreen Cuz Arsenal fans can disturb wollahh, as if they're the best club in the world",N/A,Basheerh_London
283,2023-04-09 23:47:18+00:00,@WelBeast And that is Arsenal’s fault. We’re 2 goals up until we let them come back into the game. Man city would’ve killed the game.,N/A,SwitchAbiola1
284,2023-04-09 23:47:15+00:00,"@Arsenal I have a message for the Boss Mikel, you have got rid of a couple of players in order to work under your management perfectly, I suggest you to get rid of xhaka in the summer. He doesn't deserve any more chances, the guy can't learn. COYG 🫡💪",N/A,JAungkhant
285,2023-04-09 23:47:15+00:00,@HillsboroughSu1 @Arsenal We even held a minutes silence at home watching the game with the kids. #jft97,['jft97'],sn196
286,2023-04-09 23:47:02+00:00,MATCHDAY! https://t.co/0fSIqkYF6k,N/A,barcateam21
287,2023-04-09 23:47:02+00:00,@SkySportsPL Arsenal done my bets up today by sitting back after going 2 nil up.  The side to side football and giving it the keeper non stop is boring for the viewer and there ought to have been 12 mins injury time instead of 6,N/A,George981875183
288,2023-04-09 23:46:58+00:00,"@AngelD53416774 'When' (new angel positivity ☺️) we beat arsenal, that should set up that city/arsenal game on the 27th nicely, bonus is that city will beat Leicester for us next up for them 👍⚒️😎",N/A,dave_h70
289,2023-04-09 23:46:56+00:00,"need to boost their defense budget in order to become a military superpower, and who would control Mega-Europe's nuclear arsenal? Quite a few major EU countries have been reluctant to increase defence spending up to 2% NATO threshold, so how would they be willing to invest 4-6%",N/A,Mathias8Wolf
290,2023-04-09 23:46:56+00:00,I #VoteBouanga for @MLS Player of the Matchday!,['VoteBouanga'],loomosberardi
291,2023-04-09 23:46:55+00:00,"@DadaSupremacy2 No concentrate secure too 4 position. Be drinking panadol on Arsenal issue. You wey banter no even worry about your team again. Na Newcastle n Spurs be your fighting mate now. Shame!
See you see HBP!",N/A,ucee_oti
292,2023-04-09 23:46:55+00:00,@HillsboroughSu1 @angiesliverpool @Arsenal Arsenal fans did their club proud. Perfect minutes silence and how refreshing to hear fans singing about their own club and players. Thank you @Arsenal,N/A,emlyn1976
293,2023-04-09 23:46:51+00:00,I #VoteBassi for @MLS Player of the Matchday!,['VoteBassi'],MLS_Outlaw
294,2023-04-09 23:46:50+00:00,@ShaunlfcT Best arsenal side what you on?😂,N/A,blunden_josh
295,2023-04-09 23:46:50+00:00,"@jimbeglin Not an Arsenal fan at all, but it was embarrassing listening to your biased co-commentary alongside the Liverpool fan doing the main call on the international feed of today’s game (he was soooo excited when they equalised it was painful?!). Genuine question….",N/A,mark_freear
296,2023-04-09 23:46:49+00:00,"@zxonae Not a question about reloaded but;
What made you code an Anti Cheat for Arsenal?
And how did you figure out the ability to make an anti cheat.",N/A,BasicallySquids
297,2023-04-09 23:46:49+00:00,We all agree that Arsenal ain’t winning the league?,N/A,firminogoat9
298,2023-04-09 23:46:40+00:00,@StuartFletcher_ @LFCCweg @Carra23 @GNev2 There was nothing but an absolute Liverpool love in from sky today. I don't know what you were listening too. Post game 45min conversation about the liverpool fans the same ones you couldn't hear for the first 40mins.,N/A,Gunner19015766
299,2023-04-09 23:46:36+00:00,"@theISPguy123 @Arsenal It's over, Arsenals have difficult fixtures, they'll lose to city and that would be the end.",N/A,AbsurdPoem
300,2023-04-09 23:46:36+00:00,"@WelBeast Yes of course, But if we can go to Etihad wit zero% injuries then is very possible to win at Etihad stadium coz may before the game on April 26th Arsenal will be 9 points ahead of Manchester city.",N/A,zanna4all
301,2023-04-09 23:46:34+00:00,@JBellingham22 @gabimartinelli @Arsenal U still up lad,N/A,MANCITYNEWS22
302,2023-04-09 23:46:31+00:00,"@AfcGabeast Nobody is laughing at a draw 🤷‍♂️ That’s a good point for Arsenal 👍

We’re laughing at the November PL champions bottling like everyone knew they would when crunch time arrived 😂😂😂😂😂😂😂😂😂😂😂😂😂",N/A,MUFCNewton
303,2023-04-09 23:46:31+00:00,"@zxonae will arsenal ever have an option for community made stuff to be in the game.

example where people can have their own maps in vip servers. and such, 

ik its hard to add this type of thing tho",N/A,CodeRainster
304,2023-04-09 23:46:30+00:00,@NFL Jets by a long shot,N/A,CartArsenalSaka
305,2023-04-09 23:46:29+00:00,"@O_Nifesq Being atop the EPL with the incredible matches arsenal have won this season, it's okay for neutrals to support an upset,
Liverpool have been terrible and they still get a point from a 0-2 losing position, it's a big deal.",N/A,espeezeal
306,2023-04-09 23:46:23+00:00,That’s pretty impressive 👇👇👇👇,N/A,fc_arsenalworld
307,2023-04-09 23:46:21+00:00,@anum_shahid1 What was the process to get interviewed? How and where to apply?,N/A,Adil_Arsenal
308,2023-04-09 23:46:10+00:00,@EricNjiiru All that hype just to take a point while Arsenal takes 4. Kudos,N/A,sirHongiz
309,2023-04-09 23:46:07+00:00,@ARSENAL_THERAP 2 days waiting in line to get into Spain and 2 days waiting to get out of Spain 😉,N/A,GodlivesinCT
310,2023-04-09 23:46:00+00:00,@hussain49_e Yes then they deserve it. We have to be at our best every single game from here.,N/A,ArsenalAnoop
311,2023-04-09 23:46:00+00:00,@MrStruders @icquincy1 @Arsenal Anfield tax bub. We beat city at anfield,N/A,tareLFC
312,2023-04-09 23:45:59+00:00,@rxwntree Its the London man utd fans who dont wana arsenal to win 😹,N/A,Ice7_Official
313,2023-04-09 23:45:54+00:00,"@Lhastim3 What happened to saka and odegoat I get there young they still have a big future ahead of them but it's the premier League and they have not been contributing much as lately unfortunately 😕😞
However I love them always will always have that's the same with everyone in the world",N/A,Ehsaan60779921
314,2023-04-09 23:45:50+00:00,"@kokomatic It's Arsenal turn.
Arsenal Lokan ✔️",N/A,thaofheeq15
315,2023-04-09 23:45:48+00:00,@sjeq74 @MLS_PR @NewYorkRedBulls @PROreferees Where exactly did your uncle touch you?,N/A,NJArsenal82
316,2023-04-09 23:45:47+00:00,@cassette_sunday @HalfOswald @bhavss14 Arsenal had a lower average finish than Chelsea in the 90s. Y'all are just overrated making fake history stats.,N/A,magamagax2
317,2023-04-09 23:45:46+00:00,Yooo someone tag me Arsenal Fan accounts need to get in the soccer side of Twitter,N/A,STA1Butler
318,2023-04-09 23:45:44+00:00,@almawtilamrika or is being an ARSENAL fan a bit mad? that's what I'd say to that,N/A,deejy4real
319,2023-04-09 23:45:41+00:00,@r8drygo and i ignore that you like arsenal and rma,N/A,nanisnotokay
320,2023-04-09 23:45:39+00:00,How and why are we making Xhaka a scapegoat again? Only us and Brighton have gotten 4 points from Liverpool. Only Arsenal have scored at Anfield in Premier League in 2023 (we did it twice). Why do we think this game was dead if it werent for the little incident with TAA? #LIVARS,['LIVARS'],SkyggeSpray
321,2023-04-09 23:45:38+00:00,"""Atletico Madrid Narrow the Gap on Rivals Real Madrid with Rayo Victory""

Mouse | Chukwueze | Asisat | Gangs of Lagos | Arsenal | Arteta | Chelsea | Adesanya
https://t.co/jvXbcduazw",N/A,TViralReporter
322,2023-04-09 23:45:29+00:00,"@etyro @Heurak Thank you!!!!! You get it, Neville and Carra cooked the narrative and Arsenal fans are taking it to the bank",N/A,adedapo_araoye
323,2023-04-09 23:45:26+00:00,@gyaigyimii Chelsea will win against City for Arsenal to win the league,N/A,Kwamevyrox2131
324,2023-04-09 23:45:25+00:00,Arsenal is a club with class🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,N/A,intelligentBigD
325,2023-04-09 23:45:25+00:00,"We may want to support Arsenal to win the league but their fans have such a big mouth, so Manchester United all the way!",N/A,Onorpik
326,2023-04-09 23:45:24+00:00,Didnt watch the match or followed on Twitter after ages.Tough result for us. We should have killed the game in those first 40 mins. Big blow but still we are ahead. I still feel City will Nick the title purely because of the fixtures they have vs us.Hopefully I am wrong. #Arsenal,['Arsenal'],iamarulvijay
327,2023-04-09 23:45:18+00:00,@StoolFootball Even other Arsenal fans hate these muppets.,N/A,UTD_Kieren
328,2023-04-09 23:45:18+00:00,@Rory_Talks_Ball Thats why arsenal fans never deserve the league crying babies,N/A,Lazz009
329,2023-04-09 23:45:09+00:00,@jamaica_jewel @jacksaint101 Of a mother would say that,N/A,andrewlaidlaw95
330,2023-04-09 23:45:02+00:00,"@Lhastim3 Lmao the audio playing as the incident is replayed is obviously the live audio from a moment the ball is not in play. Hear the roar as soon as Jota plays ball to Gakpo. It was immense, it was still 0-2. Call it a coincidence if you like",N/A,ezcoxe
331,2023-04-09 23:44:58+00:00,"Hello I'm selling  my tickets Arsenal vs Southampton match on seats on West stand kindly send a Dm if you’re interested and ask for more information can do member transfer
Greetings fam 🖖 xx
#AFC #COYG #cfc #Ticketmaster #EPL
#Tickets","['AFC', 'COYG', 'cfc', 'Ticketmaster', 'EPL', 'Tickets']",alhawareen737
332,2023-04-09 23:44:57+00:00,@AntonellaSabila @DKamwine Buh u neva said u can galfreind🙄🙄😂👐,N/A,markhunks256
333,2023-04-09 23:44:53+00:00,"Also have so much sm backstories in my arsenal and tralalalalal mind...

All in my igers.",N/A,Ks_est1992
334,2023-04-09 23:44:50+00:00,@Qatari Arsenal,N/A,OluSamuelBGG
335,2023-04-09 23:44:47+00:00,Arsenal bottling the league? https://t.co/B5CpbyEMhL,N/A,_Movicjr_
336,2023-04-09 23:44:47+00:00,"@trueBianconeri @Cristiano @juventusfcen Real Madrid home, not even close https://t.co/IcvMscSSne",N/A,CartArsenalSaka
337,2023-04-09 23:44:43+00:00,"It will baffle me perennially that Manchester United fans want Manchester City to beat Arsenal to the  Premier League title. Don’t think I’ll ever be able to wrap my head around it.

#LIVARS #AFC #MUFC #MCFC #United #Arsenal","['LIVARS', 'AFC', 'MUFC', 'MCFC', 'United', 'Arsenal']",armchairAU
338,2023-04-09 23:44:43+00:00,@StoolFootball arsenal,N/A,texans170
339,2023-04-09 23:44:42+00:00,"The very reason we are upset coz of a draw at Anfield speaks volumes of the expectation from this team . #COYG 
Well played team ! #Arsenal #LIVARS","['COYG', 'Arsenal', 'LIVARS']",Ajit19967503
340,2023-04-09 23:44:41+00:00,Lol Arsenal fans think are so sure city would drop points  but have forgotten they also have games to play😃,N/A,iam_thewordrobe
341,2023-04-09 23:44:41+00:00,@zxonae Do u think the arsenal community will like arsenal reloaded?,N/A,toatyylew
342,2023-04-09 23:44:40+00:00,"@Ringham7 @AaronRamsdale98 @AnfieldRd96 @Arsenal @premierleague @ManCityES *shouts in as gruff a voice as she can muster* COME ON!!! So up for a tight race. I’m @LFC and don’t especially like @ManCity but @Arsenal cannot get the title!! I couldn’t bare the gloating! 😡🤣 Please, football gods? Don’t let it happen?!",N/A,LizAshton6
343,2023-04-09 23:44:40+00:00,"@scene220 I got no useful life tips in my arsenal or i can’t think of any, just remember to breath and get some nutrients 🗿",N/A,fIameoffrenzy
344,2023-04-09 23:44:39+00:00,@LalorMonique Me not even vex.. Just glad everybody finish and still fit,N/A,German8761
345,2023-04-09 23:44:39+00:00,@_JeNene @jacksaint101 That why y’all get cheated on,N/A,andrewlaidlaw95
346,2023-04-09 23:44:35+00:00,"""Get ready to experience the excitement of cricket betting with our expert tips and predictions! Join us for the upcoming match and place your bets on the winning team.""

#IPL2023 #Cricket #MatchDay #GameTime #Excited #Sports #TeamSpirit #CricketLovers #BleedBlue #OrangeArmy https://t.co/cSf8Htcx3C","['IPL2023', 'Cricket', 'MatchDay', 'GameTime', 'Excited', 'Sports', 'TeamSpirit', 'CricketLovers', 'BleedBlue', 'OrangeArmy']",Betrichio
347,2023-04-09 23:44:32+00:00,"Performance Analysis of 6 rising stars in European football! 🌟 Check out my ranking based on key attributes: goals, assists, passing, shot-creating actions, tackling, take-ons, and carries. ⚽️

1️⃣ Martinelli - Arsenal's goal machine and strong carrier of the ball 🚀 
2️⃣ Khvicha… https://t.co/wrHOgJJUff",N/A,Quantstats_
348,2023-04-09 23:44:32+00:00,"@mlabwa That was the turning point in the game. Arsenal were cruising, now it is City’s to lose.",N/A,brizzytheboss
349,2023-04-09 23:44:29+00:00,"@hamzrio Bro it was jst unlucky on Arsenal side and officiating error, so many foul reff side look it, still I gave Arsenal bravo wit thier performances 👍",N/A,ayoussouff
350,2023-04-09 23:44:29+00:00,"I love this statement, how they react to oer draw, show that arsenal is leveling up...",N/A,hndra_acct
351,2023-04-09 23:44:29+00:00,@GuyHeadies Na una i root for...i want Arsenal towin the league over City. I don't like how you guys down-tooled in the second half m,N/A,damilareyy
352,2023-04-09 23:44:28+00:00,@White_Yardie @SavvShomar Nothings won yet.  If arsenal don’t win this league it’s really going to humble some of their fans .. laughed at united for loosing 7-0 but it’s going to hurt more if they don’t win this league being so many points clear 🤣,N/A,mutch_emma
353,2023-04-09 23:44:24+00:00,@Eminikan2 If they win this league we will have to leave the planet for Arsenal fans. They are just like Messi fans..They Newcastle City Chelsea they should just come back to 3rd or 4th.,N/A,alobz
354,2023-04-09 23:44:22+00:00,@zxonae Will there be any ability's people can choose in Arsenal 2,N/A,AnWareHimself
355,2023-04-09 23:44:13+00:00,"Still unable to get over this ffs 

The mood of this went in would have been amazing 😞",N/A,ArsenalAnoop
356,2023-04-09 23:44:09+00:00,"It’s now obvious the @premierleague this season is fixed to favor Arsenal,that Mo Salah incident was a clear penalty #LIVARS",['LIVARS'],jaymzkiama
357,2023-04-09 23:44:09+00:00,@zxonae What is your expectations on the upcoming phase of arsenal: reloaded?,N/A,AverageGamesFan
358,2023-04-09 23:44:05+00:00,@piersmorgan @AaronRamsdale98 Arsenal fan today is it,N/A,jordanbrook4
359,2023-04-09 23:43:58+00:00,"@ppanagopoulos11 @SerMM91 Omg have some shame. XG is 0.75 not 3.20. Even without the pen, Liverpool XG is 4.01. Much superior to Arsenal. First half Arsenal were better but after Xhaka did his nonsense, Liverpool were all over them, this is factos",N/A,S_RF_CA
360,2023-04-09 23:43:55+00:00,@Abzziee1 @terryflewers So you're just an amateur because if you're you know that arsenal are not one of the European best teams The only achievement you can boost of is just a Golden premier league  when real teams boost of champions league and various European trophy 🏆🏆🏆,N/A,Undefeated_I
361,2023-04-09 23:43:54+00:00,@Nathan15k @Santi_Classorla @bhavss14 He thinks we’re supporting him😭😭 we don’t care if city wins they’re irrelevant. Arsenal fans deserve this humbling,N/A,Abdalla09118561
362,2023-04-09 23:43:51+00:00,@EdKrassen Mike Tyson is a beast and trump looked cool what are you waffling about,N/A,kingbukayo07
363,2023-04-09 23:43:47+00:00,"Jesus for Arsenal switches the ball across the field to Saka in space, then as Saka waits for more bodies to enter the box, Odegaard sets a pick for him (basketball term) by physically moving Robertson out of the way. Jesus was unable to bury this peach of a ball from Saka. https://t.co/s4IFYomMJ0",N/A,TacticsJournal
364,2023-04-09 23:43:44+00:00,@zxonae How hard was it to pretty much recode arsenal?,N/A,CriticalHope1
365,2023-04-09 23:43:42+00:00,"@afcstuff You people slandering holding for today’s performance are the worst of it..
Aside thd penalty scandal, he was solid.. talk about your favorite players not turning up today.",N/A,Moyomade0
366,2023-04-09 23:43:42+00:00,@sexxielexxie Had to put it in my arsenal 😭😭,N/A,NellyNellz19
367,2023-04-09 23:43:39+00:00,@iamsexyjoe @Arsenal Osheeeeeeee ✌️✌️ gunners for life oo,N/A,Adeshaw36
368,2023-04-09 23:43:35+00:00,@Sg57427655 @ArsenalAnoop Liverpool is playing 1 game a week as well and arsenal broke their little haven't conceded a goal at home since December record and ran away with a pt 💯,N/A,ReyOrozco16
369,2023-04-09 23:43:35+00:00,"@philmcnulty Agree with this, Arsenal were cruising, crowd was silent, Liverpool's heads were down. It was game over till Xhaka did that. His tussle with TAA fired Liverpool up more than any H/T team talk from Klopp could.",N/A,ColeFlash
370,2023-04-09 23:43:34+00:00,@ctsmclovinya @premierleague What arsenal top of the league? I know lovely. 😊,N/A,AFC_B0B
371,2023-04-09 23:43:31+00:00,"@Arsenal Keep going boys, you know what you have to do. COYG ❤🩶",N/A,hamdod96
372,2023-04-09 23:43:28+00:00,@_ezeokolorie We have a problem then cos the name is staying https://t.co/kZREKGMatw,N/A,TriggeredTracyy
373,2023-04-09 23:43:27+00:00,@beasttprivate Haaland dunking on the arsenal defense https://t.co/qY9thCSsFk,N/A,verdialoooon
374,2023-04-09 23:43:27+00:00,"@gyaigyimii This match is going to be 🔥🔥🔥 Can't wait to see Lampard lead City to the top while Aubemyang shows Arteta who's boss. And Mudryk, let's see what Arsenal missed out on! #PremierLeague #ChelseaVsArsenal Follow me I'll follow back","['PremierLeague', 'ChelseaVsArsenal']",ONicholson6
375,2023-04-09 23:43:20+00:00,"@sportingshina I’m really down
I have no money to put on the table for my kid
I couldn’t celebrate easter today as well , i had a bad day due to lack of funds to make my daughter happy 🥺",N/A,ArsenalBabygirl
376,2023-04-09 23:43:19+00:00,"@EdKrassen Eddie, you do realize that Hiroshima was nothing more than a firecracker by way of comparison to the subs' arsenal off shore, right? We have a corrupt cadaver at the helm whose interest is to hide the Ukrainian and CCP connection to his crime family. God help us.",N/A,BobPatt71028697
377,2023-04-09 23:43:17+00:00,@OfficialSitso Arsenal never said that gonna win the league...Even Liverpool was on top for many months but City came to win so pls relax,N/A,snippavel
378,2023-04-09 23:43:17+00:00,"@BurneyMcr1 I agree it’s a strange position, for me it’s which team do I detest more, and I hate Arsenal more than Shitty",N/A,nburton10
379,2023-04-09 23:43:15+00:00,@_skeemzofficial Arsenal got a taste and have completely lost it 😭,N/A,THFCfoxy
380,2023-04-09 23:43:15+00:00,"@carlostalksftbl @ChelseaFC I can't see him in the PL at any club if not Chelsea tbh. Arsenal won't pay his wages + transfer fee, United aren't interested in his profile anymore, City and Liverpool, never. I'm watching Boehly &amp; co *very* closely this summer. The LB situation and Felix are his biggest tests.",N/A,MikeRaps2
381,2023-04-09 23:43:11+00:00,"16 Nisan
West Ham - Arsenal
16.00

Nottingham - United
18.30",N/A,FAMerkezi
382,2023-04-09 23:43:11+00:00,@Ahmz_04 @DevildetailsMU I think he's getting the most clicks and interactions from Arsenal fans so he's running with it. But yeah he's about the only United fan that praises Arsenal as much as he does!,N/A,UnitedDemon
383,2023-04-09 23:43:08+00:00,"i'm gonna make a youtube video about arsenal in the coming days, primarily about reloaded and what's going on with it, but i'd love to answer some other questions in it too

reply with any questions and i'll pick some to answer in it :)",N/A,zxonae
384,2023-04-09 23:43:07+00:00,@mart_tweteise @WelBeast And if my aunt had a dick she’d be my uncle. Stupid logic. If arsenal win all THEIR remaining games they’ll win the league. See how that works? 🤷🏽‍♂️,N/A,Marv_Boogie
385,2023-04-09 23:43:07+00:00,@anyieth27 @junub_bot What will you tell us at the end of season after your Arsenal bottle the league?,N/A,Jongdiar
386,2023-04-09 23:43:06+00:00,"@talkSPORT A Liverpool fan, a Man U fan &amp;a a Sp*rs fan gutted that we didn’t lose. @Arsenal of old is 💯 back &amp; I’m lov’n it",N/A,Gunners4Lifee
387,2023-04-09 23:43:06+00:00,@apnelson1 @Arsenal @AaronRamsdale98 He was superb 😃,N/A,LeighJMartin
388,2023-04-09 23:43:06+00:00,"Monday 10th April 2023 ⚽️
UK newspaper back pages:
• FLOP GUNS
• ROBBO GETS THE ELBOW 
• HE GAVE ME THE ELBOW
#Liverpool #Arsenal #LFC #AFC #PremierLeague #LIVARS #TomorrowsPapersToday #frontpagestoday https://t.co/gEdVe9V6Ht","['Liverpool', 'Arsenal', 'LFC', 'AFC', 'PremierLeague', 'LIVARS', 'TomorrowsPapersToday', 'frontpagestoday']",cfbcity
389,2023-04-09 23:42:57+00:00,@Carra23 👏👏👏except Liverpool should win. Draw was a fair result.,N/A,GodlivesinCT
390,2023-04-09 23:42:57+00:00,"girl cheating on me
lowry &amp; UD leading heat to 2 play in losses
giants wr1 is still darius slayton
knicks not making it past the 1st round 
got cut from jv
arsenal blowing their lead to man city
mets players dying from high fives &amp; season already over
https://t.co/06FhVmcS8k",N/A,iheardyamarried
391,2023-04-09 23:42:56+00:00,"@jjcrittenden Oh it wasn’t all about the result, it was more the performance of arse al second half. It seemed different, but admittedly I don’t watch all 90mins of arsenal each week",N/A,dondon44446
392,2023-04-09 23:42:52+00:00,Okay! I won’t use Anna’s original face next time!,N/A,MiyukiArsenalOC
393,2023-04-09 23:42:52+00:00,@KGthaComedian Can't wait for arsenal to do their thing .....can't wait...Last season was its in our hands finally they are playing in europa league with Man utd who have their worst season in PL ....,N/A,Escobar62894041
394,2023-04-09 23:42:52+00:00,"Arsenal Forever. 
North London Forever.",N/A,iNViNClBLES
395,2023-04-09 23:42:46+00:00,"The culmination of Messi's arc didn't move me, so I invested all my emotional stocks in Arsenal's fairytale run and now it's going awry. Not fair man. https://t.co/QdifJYHVIO",N/A,fumblecrest
396,2023-04-09 23:42:44+00:00,"Win or Lose. 
Arsenal Forever. 
North London Forever.",N/A,iNViNClBLES
397,2023-04-09 23:42:42+00:00,@charteredtax @SkySportsPL Why did @DavidJonesSky finish with the line  Arsenal have to wait a little longer now for the title as though it’s a done deal?  It’s not over.  The fat lady hasn’t even started warming up yet.  Everyone know what has to be fine but as they are only after one title it’s easier,N/A,Bessy645
398,2023-04-09 23:42:41+00:00,"@DevildetailsMU Devil I have my uncle in Abuja whatapp calling me every time they win a game.
my whole family support are arsenal you know how Nigerian are with their teams I can’t have this lot  win premier league I have to go Nigeria in December",N/A,devilpresh
399,2023-04-09 23:42:40+00:00,@OkcDepressed @NwannaChuka @bhavss14 Have arsenal held a European trophy😭😭,N/A,Abdalla09118561
400,2023-04-09 23:42:34+00:00,"@LatteFirm I was at the game, in the main stand ☹️ https://t.co/Q0KnCFyCIc",N/A,BeyondArsenal
401,2023-04-09 23:42:29+00:00,"@TheOddSolace @TheFavouredboy Immediately after that game, City went and dropped points at Forest, of all places. I bet you you didn't see that coming. I definitely wouldn't be concluding about the destination of the title because Arsenal lost a game to City in February.",N/A,tundebrooks
402,2023-04-09 23:42:18+00:00,@AfcBanks_ @ms_muktar16 Weak,N/A,Gunneruni
403,2023-04-09 23:42:17+00:00,@TrollFootball Arsenal won the league at Anfield in 89 but Noone going to mention that hahaha,N/A,ReyOrozco16
404,2023-04-09 23:42:16+00:00,@whukane5 4-0 arsenal,N/A,AshleyNagyx
405,2023-04-09 23:42:14+00:00,"This Article is all over the place. 

Liverpool 2-2 Arsenal: 'Don't anger Anfield' - Gunners cede significant control in title race - https://t.co/1i1uQxv97D",N/A,Stephen_Siu
406,2023-04-09 23:42:12+00:00,"SPORTS: ARSENAL 2 - 2 LIVERPOOL Goals from Gabriel Martinelli and Gabriel Jesus appeared to have Arsenal cruising towards an eighth consecutive league win. But Salah,Firmino equalised for Liverpool.
Rigathi Gachagua
#LIVARS
Newcastle
Jalang'o
Zinchenko
#Kenya7s https://t.co/na3LVDQx1W","['LIVARS', 'Kenya7s']",wishfmkenya
407,2023-04-09 23:42:11+00:00,@_fiifikwofie @rehnato Why did y’all hate arsenal,N/A,Horlar975157841
408,2023-04-09 23:42:06+00:00,"fulltime

Arsenal 5 - 0 Westham",N/A,ntzhz
409,2023-04-09 23:42:01+00:00,@SkySportsPL RAMSDALE MIGHT JUST HAVE WON THE LEAGUE FOR ARSENAL,N/A,KYLEWATTV
