,Date of Creation,Content,hashtags,User
0,2023-04-09 23:59:55+00:00,"Lol he just can’t bring himself to praise Arsenal.

At least directly!",N/A,holzapfelbaum
1,2023-04-09 23:59:55+00:00,@StoolFootball who’s gonna tell bro that arsenal is still in the lead,N/A,skuwuxs
2,2023-04-09 23:59:52+00:00,@mikeypoulli @Arsenal No proper supporter would say you are wasting a ticket lad. Keep going and enjoy the football.,N/A,ChrisDove1
3,2023-04-09 23:59:50+00:00,I #VoteBouanga for @MLS Player of the Matchday!,['VoteBouanga'],cescsar14
4,2023-04-09 23:59:48+00:00,@TURNTAFNICK just know if arsenal don’t win. it’s not gonna be good for you,N/A,plantaindemi
5,2023-04-09 23:59:47+00:00,@WhistleBlowerDK I agree the ARs reaction does not justify his action. It was aggressive he was intentionally going towards Robbos face. I would be saying the same thing if it were Arsenal. The AR has little to complain about if he is suspended/removed.,N/A,rickdonkulous8
6,2023-04-09 23:59:43+00:00,Worst sub in prem history that odegaard for kiwior one,N/A,ollie_adler
7,2023-04-09 23:59:34+00:00,@Carra23 Listening to you wanting Arsenal to win was as hilarious as it was embarrassing,N/A,GunnTooshe51
8,2023-04-09 23:59:27+00:00,@667keos @Arsenal @AaronRamsdale98 Warra word,N/A,carti__
9,2023-04-09 23:59:14+00:00,"Sneaked into IG. The reason Arsenal fans hate Antony the most is obvious 😂😂😂😂😂😂😂😂😭😭. I don't blame them. Let's also be honest, it might not have been a great season for Antony but he has come up clutch in certain moments. Something is actually there.",N/A,GrandFeddy
10,2023-04-09 23:59:10+00:00,@6DBallKnowledge @UTDWillz @ErlingRoIe We need arsenal and man united rivalry back asap or this twerkfest ain't gonna end,N/A,UTDBelasi
11,2023-04-09 23:59:10+00:00,@yemiTM442 @Arsenal You think!.,N/A,KestrelKay
12,2023-04-09 23:59:08+00:00,@theOnyedikachi @TenHagEra Funniest shit is Liverpool shouldve scored more vs Arsenal than United,N/A,imo_omar
13,2023-04-09 23:59:08+00:00,@arusio4 Arsenal 13 league titles man city......,N/A,ReyOrozco16
14,2023-04-09 23:59:03+00:00,"@gabrieljesus9 @BryanAheebwa Thanks for the wonderful playing as a team so keep on guys,l love arsenal and l believe y will make it however the pressure",N/A,ssemakulabosco2
15,2023-04-09 23:59:00+00:00,Liverpool would have beat Arsenal if Luis Diaz was playing,N/A,WoopsieGuy
16,2023-04-09 23:58:56+00:00,"@stiflerjohnson @Arsenalnewschan In my opinion, the referee is to be blamed for that incident. Xhaka only became upset after being rightfully denied a foul. It’s sad that many English referees want to see Arsenal fail, but it is what it is. It’s us against the world.",N/A,officialSteve_N
17,2023-04-09 23:58:55+00:00,"@jonmufc44 @terryflewers The difference here is that, luckily, the choice is between insufferable Arsenal fans plus bruised MUFC fans egos juxtaposed with history making by our rivals (or anyone for that matter) we should never support a team to win the league when doing so would break our own records.",N/A,Azanian_Lover
18,2023-04-09 23:58:54+00:00,@VP Yessss STOP TRANS VIOLENCE,N/A,NJArsenal82
19,2023-04-09 23:58:49+00:00,@tony_lear @piersmorgan Its Xhaka foult that arsenal cant defend?,N/A,ReallyR84737804
20,2023-04-09 23:58:46+00:00,@SStricklandMMA Leg kicks for sure,N/A,rc_2222
21,2023-04-09 23:58:44+00:00,@g_ctr2 It's because Arsenal are good and they can't take it,N/A,HAftbl
22,2023-04-09 23:58:37+00:00,"@HillsboroughSu1 @Arsenal Proper old school footy club, proper fans, remember standing on the kop when arsenal won the league. Stayed behind and clapped them off the pitch(along with thousand of other reds), minute's silence was immaculate today, your fans did you proud 👏🏻👏🏻👏🏻.",N/A,tonyreorushy
23,2023-04-09 23:58:37+00:00,@Arsenal I don't think I will watch the highlights. Very painful. Should have sealed it 😭😭,N/A,AupalEmmanuel
24,2023-04-09 23:58:36+00:00,"@DalglishPaul Arsenal are a classy club, more than can be said for the two Manchester ones...YNWA.",N/A,RowlyG
25,2023-04-09 23:58:32+00:00,"@bohdia @TheMatildas Euro 2022 winner, Beth Mead.",N/A,UnbiasedArsenal
26,2023-04-09 23:58:30+00:00,Dodd’s arsenal is fucking terrible,N/A,xab1ball
27,2023-04-09 23:58:26+00:00,"@AlexEpstein @Haggisman57 Depleting our Strategic Petroleum Reserve and our Arsenal… good thing that China, Russia, and Iran pose no threat to us!",N/A,iamajax
28,2023-04-09 23:58:26+00:00,Liverpool and Arsenal took me straight to the ICU😔😔 https://t.co/7TZyCxnJvJ,N/A,Sphaman74589355
29,2023-04-09 23:58:23+00:00,"@Sundaysong33 @FansTribeHQ That same beat man city at Anfield , na only Arsenal draw them out of the top 5 at Anfield the others chop beaten. So why can’t Arsenal win or draw at Ethiad ?",N/A,BasorunAyokunm1
30,2023-04-09 23:58:13+00:00,"@CodeRainster @zxonae Bro there is something called workshop on arsenal, closed for the moment until arsenal reloaded.",N/A,AverageGamesFan
31,2023-04-09 23:58:05+00:00,Arsenal were class for 40 Liverpool brilliant second half bar the pen ref was atrocious #liverpoo l,['liverpoo'],james_d_c
32,2023-04-09 23:58:04+00:00,@ESPNFC Liverpool can score 2 vs Arsenal but none vs Chelsea??,N/A,munyaradziiomm
33,2023-04-09 23:58:01+00:00,"ARSENAL ARE SUCH A BIG CLUB WE MOVED FROM WOOLICH AND TOOK OVER NORTH LONDON AND PEOPLE ARE SAYING WE BOTTLED THE LEAGUE AFTER AN 88th MINUTE DRAW AT ANFIELD PUT US 6 POINTS CLEAR

KEEP PRAYING FOR THE CITY LEAGUE TITLE COS YOUR OWN CLUB HAS FAILED YOU 🤣🤣🤣🤣",N/A,MpowellMatthew
34,2023-04-09 23:57:54+00:00,"@Rory_Talks_Ball Anyone can disagree with me. In my opinion, Arsenal need to replace granit xhaka in order to fight and keep us in the top 3 in the near future. He can never learned even if he's given more chances to change. Ozil, Auba then he's next one.",N/A,JAungkhant
35,2023-04-09 23:57:49+00:00,"Arsenal          Angels
                  🤝
      Ruining my day",N/A,HouseOfMirth29
36,2023-04-09 23:57:49+00:00,@usertrends101 @propsMCFC Arsenal have won 7 before today and drew at Anfield. A ground where City lost this season. Arsenal aren’t backing down just yet.,N/A,bristiancurgess
37,2023-04-09 23:57:46+00:00,@_halfspaces 1st exchanges n Gabi ws playing LB in a back https://t.co/dqsJnCssWp plan was excellent.We were going 2mirror Stamford Bridge n Spurs away wins.Pool had begn2gradually swallow defeat the terraces stunned in2 silence but the ref n a few hotheads in our team brot them back2life.,N/A,DonCatanha
38,2023-04-09 23:57:45+00:00,@VJJunior_256 The last time Arsenal won EPL title🤣🤣🤣🤣 in ATS. https://t.co/aR9Q8kHc9n,N/A,CharLieug22
39,2023-04-09 23:57:44+00:00,I #VoteBouanga for @MLS Player of the Matchday!,['VoteBouanga'],Juantwothree805
40,2023-04-09 23:57:43+00:00,"@Arsenal In this exact moment of my life, I need you Arsenal. I need , from deep inside me, this huge joy and happiness winning the League would provoque me is priceless, i am not in a good momemt,..Pleasr, i trust you.",N/A,mm1114_
41,2023-04-09 23:57:42+00:00,"I really wanted Arsenal to lift the cup But their fans .. pls and pls stop the brag .. When city wins, I don’t have anybody painting it in my face. Now it’s gone.. Otilor",N/A,mr_koran
42,2023-04-09 23:57:38+00:00,"@bhavss14 LFC been average all season yet this “amazing arsenal team couldn’t beat…Wenger won 3 league with somebody else’s defence. How many years was he there? And, how many UCL did he win? Ferguson was clear.",N/A,agaffar09
43,2023-04-09 23:57:37+00:00,@sholaray3 @premierleague Arsenal have been beneficiaries of controversial decisions this season than every other team in the league,N/A,StableIdealist
44,2023-04-09 23:57:37+00:00,They so want arsenal to win,N/A,brown_laddd
45,2023-04-09 23:57:32+00:00,"Five players that should be highlighted in today's performance:

* Ramsdale - Best game in an Arsenal top
* Gabriel - Always in control
* Partey - Held it together 
* Martinelli - Great first half but that pass
* Jesus - Never should have been taken off

#LIVARS
@grahamb195",['LIVARS'],OnlyOneGooner
46,2023-04-09 23:57:31+00:00,@Rory_Talks_Ball the way Liverpool player no.5 got free kick (to the Arsenal Players) @paultierney You're not qualified ref enough to handle big games😒😏,N/A,Jovesoe1
47,2023-04-09 23:57:31+00:00,"Genuinely curious, what happened? Arsenal fans had him as favourite for POTY two months ago and now plenty seem to have turned on him",N/A,nbthfc
48,2023-04-09 23:57:29+00:00,"🚨 BREAKING: Phil Foden will start bike and strength work this week and there are hopes to ease him back before #ManCity vs Arsenal on April 26. 

– The FA Cup semi-final vs Sheffield United has been mentioned but Arsenal are firmly in his sights.

 Via @SunSport https://t.co/Dxh3qeMVQ8",['ManCity'],Jour_amby8
49,2023-04-09 23:57:27+00:00,@thekingadjor Adjor do you think Arsenal will win the league?,N/A,JamesMo2533
50,2023-04-09 23:57:22+00:00,@RyanAstonBruv @zxonae but I mainly don't care now since I would play Arsenal anyways but since some problems happened to me I won't be able to play xd,N/A,Virrushi
51,2023-04-09 23:57:22+00:00,@Arsenal @AaronRamsdale98 Brilliant,N/A,Sakhiwo47897319
52,2023-04-09 23:57:21+00:00,"@LiverpoolPhotox The only logical reason why Liverpool fans wouldn't want Arsenal to win the PL, is the fear that Arteta will equal Klopp's PL legacy.",N/A,sirHongiz
53,2023-04-09 23:57:15+00:00,@Rory_Talks_Ball Arsenal will be thanking their lucky stars that he was 🤡,N/A,LoVeRs_1989
54,2023-04-09 23:57:12+00:00,People who know football will know ramsdale is another great player after saka for arsenal success.,N/A,hardeydoyings
55,2023-04-09 23:57:03+00:00,"@Josheenyoo @Z_SportingCP If Fábio Vieira goes to Arsenal for €45 million, then you’re out of your mind if you think Pote doesn’t go for double that",N/A,PereirasPi4
56,2023-04-09 23:56:53+00:00,@WillElsom Was talking about Arsenal 😂,N/A,EmanRicardo
57,2023-04-09 23:56:51+00:00,@redfxb Shows even how arsenal are now when we’re on it we picked them apart,N/A,zelqyyyx
58,2023-04-09 23:56:49+00:00,@lfccsam If arsenal win the league it will be pictures of salah missing his pen,N/A,TAALFC66
59,2023-04-09 23:56:42+00:00,"@raint3s @_Sainai The fraud went 6 games goalless
Antony scored on his debut and scored against city and arsenal 
They are not the same.",N/A,UTDBelasi
60,2023-04-09 23:56:34+00:00,@Arsenal in sha ALLAH arsenal win the premier league this season ameen ❤️❤️❤️,N/A,M0S33DAT
61,2023-04-09 23:56:31+00:00,new clip in my arsenal https://t.co/u227bqhb8D,N/A,bjarrk
62,2023-04-09 23:56:29+00:00,"@Georgesc123 @PassLikeThiago 😂😂😂just pray arsenal wins the league , otherwise you are the same as Liverpool who will finish in 8th",N/A,tech_guru98
63,2023-04-09 23:56:29+00:00,@BBCSport 100%. @Arsenal got lucky with the penalty and barely survived the onslaught in the 2nd half. Great come-back by @LiverpoolFC. #PremierLeague,['PremierLeague'],OgomUgoji
64,2023-04-09 23:56:29+00:00,"@patrickcorbet3 @GalicianGL @4xVettel @brfootball No, that Arsenal would fall off after a loss to city. That didn’t happen",N/A,Arsene61213967
65,2023-04-09 23:56:21+00:00,"@Bishop18555593 This tweet was an ""at the moment"" tweet
Besides Arsenal could've killed the game with a goal or two more dfkm",N/A,_Kyoju_
66,2023-04-09 23:56:21+00:00,"@ESPNFC Arsenal is either going to win them all or things are just about to take a very difficult turn. I just want them to win it. They deserve it, but they have to earn it too.",N/A,BirungiLubega
67,2023-04-09 23:56:05+00:00,@premierleague @LFC Allot of Hometown calls today. Arsenal still took a point but fell like a loss. Onward...COYG,N/A,Jobu1989
68,2023-04-09 23:56:01+00:00,@JadenAFC The video is 1 minute 27s to make it worse his job is based off arsenal downfall,N/A,Sajidur594_
69,2023-04-09 23:55:55+00:00,"Arsenal (H) Absolutely class them Arsenal fans respected the minutes silence and showed great support with putting the Wreath down at the memorial and Arteta with that 97 badge on, hope they win the league.

Justice for the 97 https://t.co/xrGF9Wp7nj",N/A,mattyjm2001
70,2023-04-09 23:55:52+00:00,"@Fax59099118 @bhavss14 it was such a gay rivalry tho. their fans never disliked each other, neither did the plauers of the teams. it was just a tinpot rivalry. at least united/arsenal had an actual rivalry of passion and we were both at the top of english football for a long period of time",N/A,joecro11
71,2023-04-09 23:55:50+00:00,"His role was to create and offer relief infield under the duress of the Arsenal press

Chances created: 4 (most in match)
Big chances created: 1
xA: 0.6
Accurate crosses: 6/8
Accurate long passes: 4/9
Passes into final third: 13 https://t.co/M76Nx20S5I",N/A,HKhaliqueLoonat
72,2023-04-09 23:55:49+00:00,@Arsenal MIA should be very kiaful with his subs most especially in the Midfield. This is what got us off FA Cup against ManCity. Arteta should stop playing joker cards at some very critical stages and should as well be very timely with his Sub. Bring in fresh Energies when needed COYG 👊,N/A,toseenore
73,2023-04-09 23:55:49+00:00,@KingOfPhinland This is awesome 😂😂😂,N/A,ArsenalGreek13
74,2023-04-09 23:55:48+00:00,"Matchday
#RCBvsLSG 
@RCBTweets 💥🔥 https://t.co/TpjhZ0klcQ",['RCBvsLSG'],Sarat_____
75,2023-04-09 23:55:46+00:00,@bhavss14 This is exactly why Arsenal/Man United is the best rivalry in prem history https://t.co/A4mc5AktyO,N/A,virajsays_
76,2023-04-09 23:55:42+00:00,@_Riddxck Liverpool fans wanting city to win the league..how embarrassing from their club…I can’t imagine arsenal fans wanting any of their London rivals to win the league 😂 just shows the ‘rivalry’ between Liverpool and Manchester,N/A,meeksy888
77,2023-04-09 23:55:39+00:00,@Libertadores @ClubALoficial El watuter 🤢,N/A,RealArsenal4
78,2023-04-09 23:55:36+00:00,@Martial_Utd9 @TrollFootball Ive seen way more united fans wanting arsenal to win! 😂,N/A,Luther_Dixon44
79,2023-04-09 23:55:35+00:00,"@cpnklljy @tshakw @The_GM_is_God If everyone on the FO side is a fool, they would get nothing done and it shows that the writers had to dumb them down so the good guys had a chance. Don't have them explore any other option or use their vast arsenal effective, just be faceless target to be mowed down",N/A,grayski33
80,2023-04-09 23:55:34+00:00,Crazy with competent officials in the premier league we’d have just completed the double over Arsenal tonight! #LIVARS #VAR #Robbed,"['LIVARS', 'VAR', 'Robbed']",LoVeRs_1989
81,2023-04-09 23:55:31+00:00,Just now seeing the Liverpool-Arsenal highlights and boy oh boy do I have some things to say  about that match lol,N/A,bradenelee
82,2023-04-09 23:55:30+00:00,"I saw a very strong LIVERPOOL today against Arsenal, we really pushed them to the wall. Not getting all three points was just unfortunate but I still believe top 4 is possible.",N/A,Compassionkg
83,2023-04-09 23:55:26+00:00,@arusio4 salah vs arsenal this season 1 penalty nearly scored😭😭,N/A,AaronJarjar
84,2023-04-09 23:55:24+00:00,I #VoteBouanga for @MLS Player of the Matchday!,['VoteBouanga'],hevthns
85,2023-04-09 23:55:21+00:00,this arsenal pool analysis gonna ruin my fyp for the next week 💔,N/A,hiroshiflow
86,2023-04-09 23:55:11+00:00,"Thought the ref was quite poor at Anfield, quite a few obvious decisions weren't given against Arsenal.
Referee standards are shocking across the league tbf.",N/A,IanM_1970
87,2023-04-09 23:55:11+00:00,@premierleague @Oracle arsenal need to prove their right to be the champ by winning against city.,N/A,AeJun86
88,2023-04-09 23:55:11+00:00,@ESPNFC Both Manc and Arsenal is yet to play Chelsea and I am pretty sure one of the title challange will be decimated in those meetings 😉,N/A,reviewfutb
89,2023-04-09 23:55:08+00:00,"Chelsea will decide who wins the title, they play Arsenal and Man City. Not by beating either of them, but by both Arsenal &amp; City dramatically improving their goal differences!",N/A,GeorgeDonaldJr
90,2023-04-09 23:55:08+00:00,@IBBY_AFC_ @TeacherOfBall arsenal have nearly double man city have,N/A,Total_Marcus
91,2023-04-09 23:55:06+00:00,"@BlessedUtd I was rooting 4 Arsenal to bottle the league but after seeing this, I want them to win
Arsenal have been struggling like us since those glory days.
They finally get to win the PL but we want them to bottle it while we hope we win the treble? 
It doesn't work like that mate, Sorry",N/A,wus_joe
92,2023-04-09 23:55:05+00:00,Mancity don't have any tough fixtures. Full of depth and us arsenal on the other hand .. have to play Chelsea Newcastle Brighton things don't look so goood :/,N/A,qasimHayat
93,2023-04-09 23:55:05+00:00,UNC basketball: Theo Pinson records monster triple-double for Dallas Mavericks' in season-finale – NBA News https://t.co/etM0BjXIem,N/A,sportsnews2022
94,2023-04-09 23:55:05+00:00,Make sure to check out DVO giving out some good advice on the barbell/ dumbell spider curls and add it to your arsenal 🙌🏻💪🏻,N/A,PaulMinor4real
95,2023-04-09 23:55:04+00:00,Minnesota president calls Rudy Gobert's behavior 'unacceptable' – NBA News https://t.co/NakiRFQPCp,N/A,sportsnews2022
96,2023-04-09 23:55:03+00:00,Arsenal show Premier League title strain under Anfield spotlight https://t.co/I1NcRAvSvB https://t.co/HeBbIYQw4l,N/A,msianinsight
97,2023-04-09 23:55:03+00:00,Manchester City still have a game in hand and a date with Arsenal at the Etihad soon 👀🎁 https://t.co/FhX4U96hSE,N/A,HassanAlsafi18
98,2023-04-09 23:55:02+00:00,UNC basketball: Theo Pinson records triple-double for Dallas Mavericks' in season-finale – NBA News https://t.co/fQXh4YbgxZ,N/A,sportsnews2022
99,2023-04-09 23:55:02+00:00,"@LatteFirm I will listen to show, good man",N/A,BeyondArsenal
100,2023-04-09 23:55:02+00:00,Buh why do handsome men (me) have to go thru so much😫😔😢😶 https://t.co/yuVPlZVAwP,N/A,markhunks256
101,2023-04-09 23:54:59+00:00,@notharryy_ I really liked Arsenal United 3-2 aswell,N/A,SheikhFCB
102,2023-04-09 23:54:59+00:00,"@Dayton_Coates @Chellio8 @davidhogg111 Yes you do, but you don't need an arsenal. Wrap that around your head.",N/A,AndyMilelli
103,2023-04-09 23:54:55+00:00,First class football journalism here… Aaron Ramsdale saves everything for Arsenal to keep title challenge alive | Barney Ronay https://t.co/OOQOxy0Q2n,N/A,musicteachstuff
104,2023-04-09 23:54:54+00:00,"@Rory_Talks_Ball I think both sets of players, and the fans, and two managers understood how weak Paul Tierney is. Lots of bad decisions, and as an Arsenal fan, one penalty shout that should have been given on Mo. Brighton got robbed the day before. Just horrible refereeing in the EPL.",N/A,DukaLoncic10
105,2023-04-09 23:54:49+00:00,@MrBuck89 @MufcWonItAll Exactly...it's forgotten about in a few weeks tops...Arsenal on the other hand have the most insufferable fan base in the league,N/A,RRM_83
106,2023-04-09 23:54:48+00:00,"@htomufc Allison read one of Arsenal’s final balls late in the second half, he prevented that 1 on 1..for me the best GK in the prem.",N/A,Midleofthepark
107,2023-04-09 23:54:43+00:00,"You'd be a fool to back against City. I don't think they drop more than two points between now and the end of the season, and unless that's Arsenal taking those points, that will mean they'll need to be perfect. Nope.",N/A,PMartinsSmith
108,2023-04-09 23:54:43+00:00,@LFCJKK @mexicola25 @bigonebruh @FootballFunnnys Liverpool like to play fast low blokes slow down the game saw it today every time you had a chance arsenal slowed the game down can’t get in your rhythm in the second half it was back and forth you looked way better and should of won couple season ago you trusted your players 1-1,N/A,dickpantsmcgee
109,2023-04-09 23:54:41+00:00,@bristiancurgess @propsMCFC You do realize you are saying that City will beat Arsenal on April 26 and win the PL. I know for a fact City won’t be dropping any points down this stretch. They are in the mode,N/A,usertrends101
110,2023-04-09 23:54:32+00:00,Arsenal Slip Up In Title Race After Thrilling Draw At Liverpool https://t.co/nZbiOyQXSD,N/A,JonW99735800
111,2023-04-09 23:54:30+00:00,"@johnanthonyr4 @Markmal06936221 Newcastle lad 😂 that's easy, city lost at anfield Arsenal are definitely capable of getting a result at city",N/A,IrishGunner79
112,2023-04-09 23:54:21+00:00,@Arsenal ⁦@arsenalamerica⁩ ⁦@NBCSportsSoccer⁩ Just got back to Sittingbourne in Kent from a 15 1/2 hour round trip to Anfield. Thought at 0-2 we had a good chance of a win but ended up happy to take the draw! Massive thanks to ⁦@skinnyfella⁩ for everything. https://t.co/Cz2zTOvXOF,N/A,Gooner163
113,2023-04-09 23:54:21+00:00,@Beauty4ashes144 That statement is completely irrelevant 🤣.  You ask yourself that when you got in line for your 4th booster?,N/A,NJArsenal82
114,2023-04-09 23:54:19+00:00,How many points do y'all think we can build from this remaining Arsenal fixture? Please comment below. https://t.co/JkcZBn49SK,N/A,Sir_Dillion7
115,2023-04-09 23:54:16+00:00,What a game. Well on to t'next and #coyg #AFC,"['coyg', 'AFC']",ArsenalAnnika
116,2023-04-09 23:54:16+00:00,"@ShefLegacy @Pindemgh Your face like 3 square meal. 
Gbeha",N/A,EdemKojoCenaroo
117,2023-04-09 23:54:05+00:00,Usually most football clubs be happy and would take a draw and a point at Anfield but conceding so late from a winning position is a blow and a set back for Arsenal in this title race.,N/A,BlueIsNew10
118,2023-04-09 23:54:04+00:00,"I'm at the beach and I've never felt so at peace with the world, I sure needed this after watching the arsenal game.",N/A,Mr_Audu
119,2023-04-09 23:54:00+00:00,@LFC Let arsenal win good,N/A,europaiswater
120,2023-04-09 23:53:45+00:00,@zxonae what excites you most about arsenal reloaded?,N/A,AlazarMundo
121,2023-04-09 23:53:44+00:00,Arsenal blow 2-0 lead against Liverpool after Granit Xhaka angers Anfield https://t.co/5RjJzjwmra,N/A,JonW99735800
122,2023-04-09 23:53:44+00:00,@beppatweets @Dahoneybadger91 @AlexScott Nor that Alex played at the highest level for England and Arsenal....but she's excellent and adds a different dimension and brings her own expertise to MOTD &amp; MOTD2.,N/A,KrazyKlaws5290
123,2023-04-09 23:53:35+00:00,@DonHusam6 Not  a Liverpool fan but in my opinion this was game of the year I was going for Liverpool cuz I can't bear to see arsenal win the league..,N/A,ASwizzo
124,2023-04-09 23:53:33+00:00,@MufcWonItAll Same here...Arsenal fans are insufferable...when City win its forgotten about in a few weeks,N/A,RRM_83
125,2023-04-09 23:53:33+00:00,@WillTaylorAFC Me on arsenal bottling the league https://t.co/whWA9silPp,N/A,llenocq
126,2023-04-09 23:53:29+00:00,I #VoteKamara for @MLS Player of the Matchday!,['VoteKamara'],arranmccreathg1
127,2023-04-09 23:53:26+00:00,Who is champion ? Certitude 100% #PSG #ARSENAL #BAYERN #Ligue1 #Barclays #Bundesliga #ChampionsLeague,"['PSG', 'ARSENAL', 'BAYERN', 'Ligue1', 'Barclays', 'Bundesliga', 'ChampionsLeague']",franckdarius
128,2023-04-09 23:53:20+00:00,Only one known criminal in the arsenal squad🙄,N/A,Lfcbynature1988
129,2023-04-09 23:53:17+00:00,"Arsenal threw away a two goal lead at Anfield and you think they still have a chance of winning the league with Man City playing Leicester next, and still having a game in hand? Let's be real😅",N/A,Actionman_Verbz
130,2023-04-09 23:53:15+00:00,This is when the false Arsenal fans reveal themselves.,N/A,MachukaPeter2
131,2023-04-09 23:53:15+00:00,"@TheBrightonBard I support Brighton fans re how they feel about yesterday's bent performance, BUT we (Arsenal) suffer from this type of refereeing kangaroo court 5-6 times a season, every season &amp; I see/hear no general outrage

The PGMOL is thoroughly inept, totally biased &amp; most likely corrupt",N/A,FCake2021
132,2023-04-09 23:53:14+00:00,Ladies without nyash go thru so much 😔 the humiliation 😫 buh may lord open there doors of opportunities en they money for faco 💝Amen,N/A,markhunks256
133,2023-04-09 23:53:11+00:00,@Arsenal Jus came to this tweet coz some positivity. We played well and we let the game slip right in front of us all this Xhaka blaming us jus nonsense Anfield is never a walk in the park….,N/A,Sakhiwo47897319
134,2023-04-09 23:53:09+00:00,@Thetrut72469911 @joelbeya What bout arsenal 20 odds years I bet,N/A,BojangTom
135,2023-04-09 23:53:02+00:00,@Afcraig02 @NVSEvade Arsenal playing arsenal sounds impractical mate,N/A,bigpigszn
136,2023-04-09 23:53:01+00:00,"Holding has been immense we all know it. That being said Saliba presence on the field relaxes our team. His ability to play forward passes and dribble out of precarious situations makes him invaluable for a trip to City. Love holding, but that game is a lot harder without saliba.",N/A,Arsenal119907
137,2023-04-09 23:53:00+00:00,"@premierleague Them being Arsenal, just to clarify.",N/A,RXI_Inquisitor
138,2023-04-09 23:53:00+00:00,@RationalArsenal @Carra23 Coming from an Arsenal fan 😂😂😂,N/A,rohan5997
139,2023-04-09 23:52:57+00:00,@MacGafraidh79er @eddygooner2 @whukane5 Arsenal didn't do any favours to city either against Liverpool past seasons. What a stupid reason to hate someone,N/A,ahmedlambert
140,2023-04-09 23:52:55+00:00,@Luke_MCFC Newcastle are not a good side. Arsenal can beat them,N/A,MM_4727
141,2023-04-09 23:52:55+00:00,I #VoteKamara for @MLS Player of the Matchday!,['VoteKamara'],BarnBurner98
142,2023-04-09 23:52:52+00:00,@diviwiz56 @kingsleylekwa @Arsenal They are going to draw against Chelsea or worse. Save this tweet,N/A,markbecks8
143,2023-04-09 23:52:52+00:00,@Arsenal Saka should have been subbed for Trossard and Martinelli switched to the right.  The Zinchenko midfield drifting failed today.  He was constantly out of position and put pressure on the defence. It seemed as there was no plan B as the midfield was overrun. Learn and move on.,N/A,tnimblett
144,2023-04-09 23:52:49+00:00,@OkaforKwesili I want make arsenal carry league can’t stand man city carrying another league,N/A,whoisurstylist
145,2023-04-09 23:52:49+00:00,@lukesoosay Warra win against Arsenal this season,N/A,Theeran09
146,2023-04-09 23:52:47+00:00,"I've got to say a massive respect to the Arsenal fans for their impeccable respect during the 1 minute silence at Anfield.

Good luck for the rest of the season 👍🏼",N/A,jaybuddybirch
147,2023-04-09 23:52:46+00:00,"@zxonae Yoooo thats epic..

Some questions:

¿When is Arsenal Reloaded testing opening again?
¿Level or kills worldwide leaderboard on A2?",N/A,ElgonzasYt
148,2023-04-09 23:52:46+00:00,‘Idiotic’ Granit Xhaka slammed for skirmish with Trent Alexander-Arnold as Mikel Arteta suggests it contributed to Arsenal losing lead at Liverpool https://t.co/Xxycz4tRd7 https://t.co/uE5tI9BwvM,N/A,SPORTSCIRCUSINT
149,2023-04-09 23:52:44+00:00,"🚨 -  Counting down the hours to UCL Quarter Final preview and The EPL title race after Arsenal dropped points. City for the dub? Can Lampard launch a miracle vs Madrid? Special Monday night hangout from 8pm BST! Be there! Content Crack NEEDED!

🚨 - https://t.co/8K7j5wA36n https://t.co/vHZF2wYMxK",N/A,havehopehut
150,2023-04-09 23:52:40+00:00,Oleksandr Zinchenko in tears after Liverpool equaliser but Aaron Ramsdale coming to Arsenal’s rescue wowed Roy Keane https://t.co/hGu2T88uvo https://t.co/LLasqsDDky,N/A,SPORTSCIRCUSINT
151,2023-04-09 23:52:39+00:00,#football Liverpool 2-2 Arsenal: Reds must keep on thinking they've got nothing to lose - Stephen Warnock https://t.co/gsnAheMVdP,['football'],NewsFootball365
152,2023-04-09 23:52:37+00:00,"@terryflewers Just do it already, Terry, and become an Arsenal fan! You have defended Arsenal more than United in the last couple of months!",N/A,DavidHy123456
153,2023-04-09 23:52:35+00:00,"Firmino heads in equaliser as the Gunners suffer a blow to their title hopes

#theSun #theSundaily #arsenal #liverpoolvsarsenal #LIVARS #Firmino #Arteta #anfield 

https://t.co/k2vwAUOWdg","['theSun', 'theSundaily', 'arsenal', 'liverpoolvsarsenal', 'LIVARS', 'Firmino', 'Arteta', 'anfield']",theSundaily
154,2023-04-09 23:52:33+00:00,@WaleOloko @Arsenal lol. U type too much,N/A,oladamayoandre
155,2023-04-09 23:52:33+00:00,Footage shows Jurgen Klopp celebrating Mohamed Salah penalty against Arsenal… before realising Liverpool star missed https://t.co/wL1rVfj7PN https://t.co/EZFDnqK2qS,N/A,SPORTSCIRCUSINT
156,2023-04-09 23:52:31+00:00,@zxonae Will any anticheat changes happen in Arsenal 2  preventing hackers from ruining the game,N/A,AnWareHimself
157,2023-04-09 23:52:28+00:00,@zxonae can you please add a way to change the volume of hitsounds and killsounds? a lot of the roblox sounds are way quieter than the arsenal sound effects making them hard to hear properly,N/A,Corkshoe1
158,2023-04-09 23:52:25+00:00,@fanofarguing @jon_okeefe @TreRighteous @shaneyyricch @DailyLoud We in a different time period. Korea or Vietnam ain’t have a psychotic president with the largest nuclear arsenal on the planet in charge. But modern day Russia does and he ain’t taking no for an answer. If Russia loses we all getting sent back to square one.,N/A,xotwoddddddddd
159,2023-04-09 23:52:18+00:00,@Cityarabia Arsenal 😒,N/A,Amer_Mou
