,Date of Creation,Content,hashtags,User
0,2023-03-19 23:59:37+00:00,@glenoglaza1 Hush pal. Arsenal unexpectedly beat CP 28teen tae 4 and naebdy made a song n dance aboot it. Jist shoosh ur Spurs wull dae ye in 😂,N/A,AlladinNoons
1,2023-03-19 23:59:32+00:00,"@Crypto_Aeon7 Yup, gonna be a good week! 

Check $LABS for a $3mil MC #KuCoin  micro 💎. Partnered w/ a Top 10 global football club (Arsenal) to build a global #NFT hotel platform! And 65+ hotels already signed up.

Real utility, partner with audience of 100mil+, real business model.","['KuCoin', 'NFT']",When_mewn
2,2023-03-19 23:59:29+00:00,I #VoteKlauss for @MLS Player of the Matchday!,['VoteKlauss'],SchmittRobSaid
3,2023-03-19 23:59:28+00:00,I #VoteQuioto for @MLS Player of the Matchday!,['VoteQuioto'],HangHasan
4,2023-03-19 23:59:27+00:00,@arsenal_25 Plus 2 red cards 😂,N/A,crisbrown300
5,2023-03-19 23:59:26+00:00,I #VoteMoreno for @MLS Player of the Matchday!,['VoteMoreno'],bengalsredsfan1
6,2023-03-19 23:59:26+00:00,#MatchDay is one of my favorite times of the year. To hear the back story of these individuals and how their dreams finally came true; is inspiring to say the very least.,['MatchDay'],CremedelaShem
7,2023-03-19 23:59:22+00:00,@GNev2 As an Arsenal fan I’ve found a rare occasion whenI agree with you. Keep him there for the next 10 years,N/A,ChrisKirby143
8,2023-03-19 23:59:18+00:00,"JustArsenal News Odegaard discusses the impact of Jesus and Zinchenko https://t.co/nJHiESAdJ1
#afc #JustArsenal #Arsenal","['afc', 'JustArsenal', 'Arsenal']",JustArsenal
9,2023-03-19 23:59:13+00:00,"@AbdulMIsmail @GaryLineker @BukayoSaka87 @Arsenal @theofficialfwa What aload of bullshit and the whole Leicester comparison is poor. Arsenal are a sleeping giant, one of the most successful clubs in England who have been poor for too long.  Finally we have direction and a philosophy. We will strengthen again in the summer and be stronger",N/A,KinGFluBbY
10,2023-03-19 23:59:10+00:00,I ❤️ this photo @F1 I am coming to the Belgian Grand Prix my first race any chance of a complimentary upgrade on the tickets.,N/A,I_14_23Arsenal
11,2023-03-19 23:59:10+00:00,@ltarsenal Wots all the hype about city have been playing in 4 competitions we been playing in 2 and they wer only still 5 points behind if city wer only in 2 comps they wud have been 20 points ahead just saying arsenal fans dont take variables into consideration,N/A,gunner497_josh
12,2023-03-19 23:59:05+00:00,Andy Vermaut shares:Arsenal 4-1 Crystal Palace: 'Fearless Gunners have a beautiful attitude' - Martin Keown analysis: Martin Keown explains why leaders Arsenal are right not to have any doubts now as they enter the home straight of the Premier… https://t.co/hSQXPioIl6 Thank you https://t.co/RrLZdNb3T6,N/A,AndyVermaut
13,2023-03-19 23:59:00+00:00,@real_fan14 crazy some Arsenal fans really think he was a random lost in 4th division,N/A,gabsneyy
14,2023-03-19 23:58:56+00:00,@TheSpursWatch Arsenal at home,N/A,indiebynight
15,2023-03-19 23:58:42+00:00,Give him to the rightful owners… arsenal,N/A,_thisistoby
16,2023-03-19 23:58:30+00:00,Goodnight gooners ❤️ https://t.co/rsAopWhilp,N/A,TheArsenalWrap
17,2023-03-19 23:58:29+00:00,The media is the one that keeps asking him. Tell them to stop and we wouldn’t be talking about it. Also this is hilarious consider I still see arsenal fans on my TL talking about Mudryk 🤣,N/A,youdoingtoomuch
18,2023-03-19 23:58:21+00:00,@EGTVEgal So forced and cringey.,N/A,asrarsenal
19,2023-03-19 23:58:20+00:00,@DPCassidyTKC @espn You support Arsenal?,N/A,JohnHoumes
20,2023-03-19 23:58:01+00:00,@shihoupdts will probably watch some arsenal matches bcz of him now,N/A,666SDY
21,2023-03-19 23:57:58+00:00,@SamanthaFoxy1 @abp_arsenal @BBC @GaryLineker Exactly!,N/A,BonnieBlackmor7
22,2023-03-19 23:57:57+00:00,@Dangerjenkins @gaby50263358 @nanakusinho @TPLCSports Stay salty. It’s a red card. If that happened against Arsenal you’d be claiming it’s a straight red which it is. United live rent free in your head,N/A,OliBird6
23,2023-03-19 23:57:53+00:00,@AndyBarr29 Yeah he was a very good pundit as well,N/A,JohnAylott7
24,2023-03-19 23:57:53+00:00,"@CFCPys @Iewdawg At this point its clear the fanbase developed this inner hate for him cos of his roots to arsenal 
Cos damn no one even wants to give him a chance",N/A,qudussss
25,2023-03-19 23:57:49+00:00,@crazy30secs That command grab is always in the arsenal ready to go https://t.co/pC2gSiXhi2,N/A,BrideKalem
26,2023-03-19 23:57:47+00:00,@saltimes Arsenal fans dont talk about goal difference 🤣 https://t.co/npI8qPcjhL,N/A,CallumMck2
27,2023-03-19 23:57:45+00:00,@YinZP365 @anders_aslund And have fun trying to arrest the man in control of the world’s largest nuclear arsenal. Nothing more than Kabuki.,N/A,Chriscdurfee
28,2023-03-19 23:57:41+00:00,"@LisandrMartinez @ManUtd Wembley is NOT like Old Trafford. Wembley VAR works and favors no one. You played all Caraboa and FA Cup games at Old Trafford. City beat Arsenal (FA) Chelsea, (FA &amp; Caraboa), Liverpool (Caraboa) and will beat you if you advance from Brighton, see you. https://t.co/HxbgPj3vjX",N/A,Zeyd2022
29,2023-03-19 23:57:41+00:00,@JDaviid_eme11 @racingblogger Calm down lmao just be happy Liverpool are trendsetters. Arsenal fans should be allowed to enjoy the good times. Makes me happy that Liverpool inspire others though. People often copy Liverpool.,N/A,bjorge_erik
30,2023-03-19 23:57:40+00:00,"@fkhanage @LatteFirm Been saying this to my uncle who got me into supporting Arsenal. I'm 21 and the first Arsenal team I remember to any degree was the 2008/2009 team, so I don't even remember Eduardo and everything that went on there.",N/A,Owais_LTU
31,2023-03-19 23:57:37+00:00,"Arsenal definitely taking the league this season,Ru have no doubt",N/A,MsAidaMk
32,2023-03-19 23:57:34+00:00,@ChrisMedlandF1 They ran the light and didn’t get caught so now that I have I must get away too,N/A,JamaicArsenal
33,2023-03-19 23:57:31+00:00,@CFCPys Well he deserve it 😂,N/A,rualamin101
34,2023-03-19 23:57:27+00:00,@AndyBarr29 Very young My dads side all Spuds 🥔 😂 Your dad was from a great tradition of Irish imports sounds like a great man ❤️👍,N/A,JohnAylott7
35,2023-03-19 23:57:16+00:00,"@funkyrabbit Yeah, Marsch was out of his depth. He's 1/2 managers to win at Anfield. He outmanaged Tuchel, Klopp, Arteta &amp; Conte. If we had even close to fair calls vs. Arsenal &amp; THFC, things look very different this season for us. I could get into more details, but now is not the time.",N/A,fout_e
36,2023-03-19 23:57:14+00:00,I #VoteAlmada for @MLS Player of the Matchday!,['VoteAlmada'],Maximil92684534
37,2023-03-19 23:57:06+00:00,Who’s convinced? Vote for the top eleven from matchday 25 now! https://t.co/hisIYtKBHe,N/A,belvina2004
38,2023-03-19 23:57:05+00:00,Who’s convinced? Vote for the top eleven from matchday 25 now! https://t.co/rnjy867v4q,N/A,Adri19825
39,2023-03-19 23:57:01+00:00,"@fkhanage @LatteFirm It's especially true for fans outside of the UK/Europe. I've been following Arsenal since 2001, but back then you followed on the BBC live-text update or hoped to dig up a bootleg stream and not get too many viruses from the site. Being able to actually watch makes it more real.",N/A,Dwade
40,2023-03-19 23:56:59+00:00,What Gabriel Martinelli told Mikel Arteta after Arsenal penalty miss speaks volumes https://t.co/BGob0eBPHs,N/A,FootballReportg
41,2023-03-19 23:56:59+00:00,The Arsenal game as a free hit. The way they’re playing will make it hard to get something from it but after that is Forest and Palace at home. 6 points from those 2 games wouldn’t make us safe but would take us well out of the relegation places?,N/A,pmak27
42,2023-03-19 23:56:58+00:00,"Be realistic , surely you can't claw back 19 points and Arsenal lose at 7 games",N/A,cwdube
43,2023-03-19 23:56:56+00:00,Two slots are still available for comms,N/A,KAD_Productions
44,2023-03-19 23:56:55+00:00,@CFCPys @Iewdawg He's physically finished man it isn't a coincidence that arsenal were showing glimpses of the dominance they are having rn as soon as they left,N/A,NathanEF5
45,2023-03-19 23:56:54+00:00,"@kritimant @FPLFocal Can't see Arsenal holding many CS after 29, also I fancy Leeds to score too, caused Arsenal major problems reverse fix.

Liverpool away 30, West Ham away 31 okay, 32 FH, 33 have City, 34 Chelsea, 35 Newcastle, 36 Brighton.

Martinelli minute risk with Jesus. Will see 60-70 mins",N/A,FPL_Connor
46,2023-03-19 23:56:44+00:00,@BlueRoseCode @saltimes Not the great british bake off?,N/A,arsenalshirtsg
47,2023-03-19 23:56:36+00:00,Arsenal 4-1 Crystal Palace: 'Fearless Gunners have a beautiful attitude' - Martin Keown analysis https://t.co/UpYcM1T5JL,N/A,tellmetimes
48,2023-03-19 23:56:27+00:00,@bennufc_18 crazy that some Arsenal fans thought he was a random lost in 4th division when the truth is he was one of the best players in the strongest state championship in Brazil and rejected big clubs in Brazil to go to Europe,N/A,gabsneyy
49,2023-03-19 23:56:25+00:00,Thanks for the birthday win @Arsenal,N/A,kmander1981
50,2023-03-19 23:56:21+00:00,"🚨EXCL: Chelsea are moving closer &amp; closer to losing Academy ace Tudor Mendel-Idowu.

Chelsea are yet to show Tudor a pathway in contract negotiations, or a fair wage, with his contract ending this summer.

Man City, Arsenal, Bayern Munich, AC Milan &amp; Tottenham all interested. https://t.co/cDbaC6aSXK",N/A,Chelsea_FC_87
51,2023-03-19 23:56:20+00:00,"@Johnie_Muia @Kimuzi_ Raila has been a president, where are you getting this from🤣🤣🤣🤣🤣",N/A,YongoYusuf
52,2023-03-19 23:56:19+00:00,"#ARSCRY arsenal won again this my year, 

i can finally come out the closet

- perenthesis, not that closet https://t.co/x1WQItyGs2",['ARSCRY'],dont_hov
53,2023-03-19 23:56:19+00:00,@solllyy10 We will get the cups I'm sure. But if I were pep I'd forfeit the league tbh. Our depth can't hold up. We'll have injuries that'll affect our cup hopes and still lose the league to arsenal,N/A,dunsedorlf
54,2023-03-19 23:56:13+00:00,Seeing all the #MatchDay posts from young doctors in the US makes me grateful I train in Aus and had the ability to explore different specialties before making a decision on my chosen career path. There is no doubt rotations in other specialties has helped me be a better surgeon,['MatchDay'],FionaPavan
55,2023-03-19 23:56:11+00:00,"@WUTangKids I've said something similar to my militia/prepper 2A brother for years.
""Uh-huh.  You think your ""arsenal"" will help you if the gov't turns on us? How well do you think you're gonna fare w/an Apache Gunship hovering over your house?""
""If I go, I'll take some w/me!"" https://t.co/fkcF79kFMA",N/A,Brigid_Fitch
56,2023-03-19 23:56:08+00:00,"@DennisPeprah13 @BarcaUniversal Leave these friggin stats... I know what I'm saying. The tenacity is not there. The through passes is not there, the run-ins, etc... Why u think sey messi dey vex today for PSG? Dem r playing awkward football. Watch Arsenal recap n see how they destabilized palace with ball work",N/A,OfficialCCE19
57,2023-03-19 23:56:06+00:00,"@pokeefe1 @TheSpursExpress Gonna be funny when Newcastle start spending their money and Chelsea start warming up. Arsenal, City, Chelsea, United, Newcastle and Liverpool will all lead ahead of us. Only when he realises how much he’ll have to spend for CL football will he sell up",N/A,R0meroN17
58,2023-03-19 23:56:05+00:00,"I love this guy, our Captain @Arsenal",N/A,phamlethai
59,2023-03-19 23:56:04+00:00,Southgate praises Saka for his development into a top player https://t.co/grRpRURDnv,N/A,Tweet__Arsenal
60,2023-03-19 23:56:02+00:00,"What's funny is that in the comments you'll find Arsenal, Liverpool, leeds, chelsea and city fans even Newcastle fans all cheering Brighton on🤣🤣",N/A,utd_Rxcco
61,2023-03-19 23:55:55+00:00,@UTDTrey The fact that a utd fan wants City to win is insane! 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🛎,N/A,MitchS_17
62,2023-03-19 23:55:42+00:00,"@terryflewers We go back to the same question everytime CONSISTENCY 3/4 against Arsenal not given Liverpool, United were, YES its a pen as per the rules.",N/A,ryanhobbs6
63,2023-03-19 23:55:36+00:00,Manager Mikel Arteta challenged his Arsenal players to maintain their mindset following the international break after they beat Crystal Palace to go eight points clear at the top of the Premier League. The Gunners have won six consecutive league games as… https://t.co/jk1IlNBdrc,N/A,showbiz_ghana
64,2023-03-19 23:55:35+00:00,"The matchday 22 games of the 2022/23 Ghana Premier League have ended at the various stadia with two games left to be played on Monday. At the Nsenkyire Sports Complex on Saturday, FC Samartex suffered a defeat against Asante Kotoko. Enock Morisson broke … https://t.co/HMcNREYdzv",N/A,showbiz_ghana
65,2023-03-19 23:55:31+00:00,"| Martin Keown: “I loved hearing Bukayo Saka say Arsenal don't fear anyone when we asked him what he thinks about the Gunners' title run-in on MOTD2.

“It's a beautiful attitude for any side to have, and it's especially important in the situation that Saka and his team-mates…",N/A,Hanymo24
66,2023-03-19 23:55:26+00:00,"@FootballCliches Nothing special here, just annoyance at the PL feed commentary of Arsenal v Palace. After every goal went in some children, who I assume were sat right by the commentary box, screamed repeatedly. They didn’t even sound like joyful screams, as though Lee Hendrie was being a menace",N/A,leowatkins
67,2023-03-19 23:55:26+00:00,"6. Arsenal are top of the Premier League but out of every other competition, which should help them in their title race. They should be good enough to win the Premiership and are young enough to keep getting better.",N/A,topworldfootbal
68,2023-03-19 23:55:21+00:00,PL: Arsenal beat Crystal Palace to go eight points clear https://t.co/W82pEXblG6,N/A,ghanashowbizhub
69,2023-03-19 23:55:20+00:00,Chelsea host Everton as Arsenal tackle - https://t.co/uSU1r9OAms https://t.co/6Fn2RQSFaf,N/A,ghanamma
70,2023-03-19 23:55:14+00:00,@mariEscobarPAWG Arsenal winning and Spurs bottling 😭😭,N/A,XaviAFC
71,2023-03-19 23:55:13+00:00,"@sheila_gooner @karthikadhaigal White is good, I don't expect Gareth to see that far. Other nations are assembling their teams for the next world Cup using the next Euro as a test tournament. This guy is still giving Maguire and Walker Games . Expecting the others to gain experience elsewhere.",N/A,Arsenal_Era
72,2023-03-19 23:55:05+00:00,@VhafuwiMakanan2 Watch it from the sideline or goal line cameras.  It looks like Rashford barely got a hand on him.,N/A,JAtheArsenalFan
73,2023-03-19 23:54:58+00:00,@mcfcok1984 @edouglas7206 @AwayDays_ Been to City away it was a library mate!😂😂😂 you struggle to feel your stadium most weeks and you’ve been one of the best teams in the world for years. Don’t laugh at other fans when you support Manchester City.,N/A,ArsenalAddicte2
74,2023-03-19 23:54:50+00:00,@Femi_Sorry All you’ve proved is fake news is all the left has in its arsenal,N/A,stephen12499282
75,2023-03-19 23:54:50+00:00,"It occurred to me on today’s @LatteFirm post-match phone-in, that for so many of you, this will be the best Arsenal team you’ve ever seen, and that this will be the first serious title-race you’ve experienced. I know I’m old, but that is wild. Buckle up! #SqueakyBumTime",['SqueakyBumTime'],fkhanage
76,2023-03-19 23:54:49+00:00,@DanielLutaaya So in other words yo referring to arsenal,N/A,sadmaticprofx
77,2023-03-19 23:54:48+00:00,If arsenal win the league ..I’m definitely getting a tattoo of the cannon,N/A,gboli_show
78,2023-03-19 23:54:44+00:00,Looking for 2 tickets to Arsenal Vs Southampton #ArsenalTickets #Tickets,"['ArsenalTickets', 'Tickets']",J50201572
79,2023-03-19 23:54:43+00:00,@UWCL Arsenal ❤️,N/A,Anna61414834
80,2023-03-19 23:54:41+00:00,"From Player to Coach: Mikel Arteta's Journey at Arsenal.  

#arteta #premierleague #mikelarteta #premierleague #football https://t.co/IX3PQ0dO1f","['arteta', 'premierleague', 'mikelarteta', 'premierleague', 'football']",reyesasports
81,2023-03-19 23:54:38+00:00,@ArsenalWoz @Born_a_gooner No one said he hasn't spent money. He's giving you the joy you've missed about arsenal for decades.,N/A,Augustinekusi69
82,2023-03-19 23:54:31+00:00,"@leylahamed @Arsenal She is beautiful 😍, your mum 😌",N/A,feco_junior
83,2023-03-19 23:54:30+00:00,@AndyMil87738271 Agreed I think Arsenal could do it now. Not sure about relegation. Thought Everton were a cert a one point but think they'll be safe now,N/A,TaylorBrown98
84,2023-03-19 23:54:30+00:00,@A1fredl @stanfx90000 @TeamCRonaldo @howyoudoinnn10 I don’t care bout him tbh I was talking about Arsenal’s keeper Al Munia,N/A,30K0B
85,2023-03-19 23:54:28+00:00,@JesseHeartache Hey man sorry thats happened you are always welcome to our efed,N/A,arsenal_jay12
86,2023-03-19 23:54:26+00:00,"If Arsenal win the league, Saka has to get Young Player &amp; Player of the season 🙏🏽",N/A,Jayxldn
87,2023-03-19 23:54:24+00:00,@Houdoneit @a_askrillz Nah nah this is crazy bro listed every single aspect of arsenal what have we done to you,N/A,Authorhayzoos
88,2023-03-19 23:54:23+00:00,Michael Owen hails underrated Arsenal star @BenWhite_98  after Crystal Palace win https://t.co/f2lZocSx3U via @Metro_Sport,N/A,euanrellie
89,2023-03-19 23:54:21+00:00,"Rory hit on something that Arsenal fans have been scared to talk about for fear of fan policing or being seen as making excuses, but its right.  

EVERYTHING went against Arsenal on Thursday night.. oh well, we move

ARSENAL WILL BE CHAMPIONS! https://t.co/PjckZ6yTS3 via @YouTube",N/A,Boomer_Gooner
90,2023-03-19 23:54:21+00:00,"Which clubs did the current Premier League Managers play for in 2005. 11 of them were still playing professionally in a variety of leagues, see where they played on YouTube

https://t.co/6PF1pnYDSB

#PremierLeague #Arsenal #ARSCRY #FACup #Southampton #Everton #Leeds #BHAFC https://t.co/1Y6TwMCmUP","['PremierLeague', 'Arsenal', 'ARSCRY', 'FACup', 'Southampton', 'Everton', 'Leeds', 'BHAFC']",FootballHorizo2
91,2023-03-19 23:54:14+00:00,"@FPL_Connor @FPLFocal That’s not a good idea imo, getting rid of the best performing team in the league with many players that get big points. It’s not about the fixtures it’s about how good Arsenal are too.",N/A,kritimant
92,2023-03-19 23:54:08+00:00,"@bxtomufc Liverpool, Fullham, the arsenal and brentford won't be easy games boss",N/A,StanAFC7
93,2023-03-19 23:53:56+00:00,@Tyrik98 @Arsenal It’s been 20 years..almost a 3/4th of my life supporting #Arsenal. I am delighted to see this version of @Arsenal. It doesn’t matter if we win the league or not but we need the mentality the strength the confidence and the support as a Family!,['Arsenal'],AsratAfric
94,2023-03-19 23:53:46+00:00,@Boredsenseless3 You know,N/A,JohnAylott7
95,2023-03-19 23:53:41+00:00,@gabimartinelli @afcxman @Arsenal Top class performance mi idolo ✊🔥👏🙏👌🔝,N/A,idextratime
96,2023-03-19 23:53:35+00:00,@jbman1st @Rory_Talks_Ball You’ve been supporting Arsenal for more than 20 years - so before 2003 - and yet you didn’t watch Vieira? What? 🤔,N/A,ElComandante84
97,2023-03-19 23:53:29+00:00,"JGary Neville: Arsenal won't win Premier League, Manchester United will finish above them | Football News | Sky Sports https://t.co/DiJvWzsBrd",N/A,AddickGooner
98,2023-03-19 23:53:29+00:00,"10 match final lagi ✅

Comon @Arsenal 👊🏼",N/A,mbelgedesman
99,2023-03-19 23:53:27+00:00,@ESPNFC Even with one game left and Arsenal is 8 points clear they will still be asking can Arsenal win the league with a game left?🤣🤣,N/A,EzeibeAguwa
100,2023-03-19 23:53:24+00:00,8 points clear with 10 games to go. Wild. #Arsenal,['Arsenal'],schrobcb
101,2023-03-19 23:53:20+00:00,"@TaylorBrown98 Tell you what Taylor lad I can't see city catching Arsenal now , I know city got game in hand , the real slog is at the bottom , I can't call it",N/A,AndyMil87738271
102,2023-03-19 23:53:17+00:00,"@tt0ska @_1NS0MN14C “You love our arsenal though” 
Ghost: *heavy sigh as he scratches missle launcher behind the ear* maybe",N/A,jelloking9942
103,2023-03-19 23:53:10+00:00,"@CFCPys @Iewdawg why are you acting like he’s his arsenal self, he clearly doesn’t care and it’ll just be like having a lamppost up top",N/A,cfc_charlie8
104,2023-03-19 23:53:03+00:00,https://t.co/y406HnFA7A News Arsenal 4-1 Crystal Palace: 'Fearless Gunners have a beautiful attitude' - Martin Keown analysis https://t.co/Y4pqogR4gA https://t.co/RBN8uKuA33,N/A,Bet1015com
105,2023-03-19 23:53:01+00:00,"@UtdEIIis Ye but I was saying this, that the way Man City and Arsenal play week in week out, that’s what we need to.",N/A,BenOwen202
106,2023-03-19 23:52:55+00:00,@seyifunmi539 But this your imagination ehhh lol 😂,N/A,EmirateArsenal1
107,2023-03-19 23:52:54+00:00,Somebody keep Kim Kardashian away from Arsenal games https://t.co/HXdSYZ1p83,N/A,EGTVEgal
108,2023-03-19 23:52:36+00:00,"@Jesanchez3 @SkySports If Arsenal avoid defeat at City then they take the title. If City beat Arsenal I think City will win it by a point.
But with the standard of refereeing in the EPL being so bad I wouldn’t be surprised if the League is decided by the referee’s for a second year in a row.",N/A,DerektheKopRed
109,2023-03-19 23:52:36+00:00,"@v_concordia_c @afcjxmes He's great in combination, better with space, but is a great dribbler and passer also in tight spaces. 

One game doesn't determine everything, and how he plays for Frankfurt doesn't show what he could provide for Arsenal",N/A,Dan2579z
110,2023-03-19 23:52:34+00:00,@SUCCESSSMAN Who get this game,N/A,EmirateArsenal1
111,2023-03-19 23:52:33+00:00,"Rob Holding, you know.....#arsenal https://t.co/4wVzkUaBvY",['arsenal'],Stuart_PhotoAFC
112,2023-03-19 23:52:32+00:00,The Panthers’ arsenal of weapons is going to be fine.,N/A,JoshGrahamRadio
113,2023-03-19 23:52:29+00:00,@Arsenal_FRA Henry,N/A,LeRoyAatrox
114,2023-03-19 23:52:27+00:00,"Martin Keown on Bukayo Saka: “He has started every league game this season and, whether it is a goal or an assist, he keeps on delivering. Every Arsenal fan is hoping for more of the same in the final two months of the campaign.” [
@BBCMOTD
] #afc",['afc'],Hanymo24
115,2023-03-19 23:52:27+00:00,arsenal and bayern in the same week? confidence through the ROOF,N/A,grealishburner
116,2023-03-19 23:52:24+00:00,@fiago7 Bayern and Psg are winning again there’s no other way. I still believe Arsenal will bottle it but that one isn’t certain,N/A,Samuel06Siry
117,2023-03-19 23:52:22+00:00,"@infinitecards00 F it, add to stack. Red for Arsenal",N/A,Matlanta_Ripz
118,2023-03-19 23:52:19+00:00,@Fatboi_T @Gideoomatic Arsenal are actually a good team,N/A,jayxr99
119,2023-03-19 23:52:18+00:00,@Gunner12Arsenal @afcjxmes And I just clocked you support Arsenal when we have two strikers with loads of BCM 😭😭 dkm,N/A,ysgwp1
120,2023-03-19 23:52:11+00:00,Arsenal is gon win the Uefa Champions League before Pep and his Manchester City😏,N/A,WesiWayne
121,2023-03-19 23:52:11+00:00,@MoAshraf_harun Sometimes it's good to let other small clubs like arsenal and united win trophies too or at least participate in European competitions. We need rest. We've won it all.,N/A,Herdex15
122,2023-03-19 23:52:10+00:00,@N1noBr0wn Dark dark time. Mehico game was worse akh,N/A,MustafaM3007
123,2023-03-19 23:52:05+00:00,@thisisgriiin Wa tun so oo! Arsenal temi lo fe ma fi tayin abi? You shall meet me there oo.. lol,N/A,Faypumping
124,2023-03-19 23:52:02+00:00,"@AnfieldWatch 6 or 4

L vs City
W/D vs Chelsea
W vs Arsenal",N/A,ftblmike_
125,2023-03-19 23:52:00+00:00,"@SpursJourno @xAlexTHFC Arteta went from Peps cone boy to top of the league with Arsenal, it’s never too soon if the incoming manager has a clear plan that the board are more than willing to back",N/A,Kay_THFC
126,2023-03-19 23:51:55+00:00,I’d be interested in giving him 1 more season under this new look arsenal have a pre season have the right mind set wouldn’t be against him staying on reduced wages though.,N/A,TyreseMulinde
127,2023-03-19 23:51:52+00:00,"Real Madrid's title hopes all but over - Courtois (https://t.co/QxvWic6iHO)

Thibaut Courtois admitted that Real Madrid's chances of winning LaLiga have all but disappea...

Add your highlights:
https://t.co/y1GhBbA0HY
 #ArsenalFC #EPL #gu...","['ArsenalFC', 'EPL', 'gu']",ArsenalFC_b
128,2023-03-19 23:51:52+00:00,"First @Arsenal 
Second @PSG_English 
This curse @KimKardashian 

https://t.co/UYKmxZG6Gy",N/A,BrownYasmine
129,2023-03-19 23:51:51+00:00,@idextratime Arsenal legend,N/A,SporPolSing
130,2023-03-19 23:51:50+00:00,"@simon_wenban @AColisee @UnitedStandMUFC Oh, yes. That’s the hope for everyone. To build from this season with massive signings. I still don’t think United will be at a level to challenge next season. We’re miles behind the likes of City, Arsenal, Liverpool (yes, even though they’re not having a good season).",N/A,Ismail1Shah
131,2023-03-19 23:51:47+00:00,"🗣️| Martin Keown on Bukayo Saka: “He has started every league game this season and, whether it is a goal or an assist, he keeps on delivering. Every Arsenal fan is hoping for more of the same in the final two months of the campaign.” [@BBCMOTD] #afc",['afc'],ArsenalBuzzCom
132,2023-03-19 23:51:39+00:00,I #VoteAlmada for @MLS Player of the Matchday!,['VoteAlmada'],Gary0641
133,2023-03-19 23:51:35+00:00,Scenes every supporter wants to see at their club in their colours with their songs and that's right it's the mighty @Arsenal fans putting on the shows constantly here usually these scenes are seen on the continent not here but I'm loving it ♥️🤍 #foreveraGooner,['foreveraGooner'],cmjgooner
134,2023-03-19 23:51:35+00:00,"Really happy for Kieran Tierney’s assist. Hope he can get enough pitch time to stay content and motivated, but all signs point to him leaving this summer. 😔
#Arsenal #AFC","['Arsenal', 'AFC']",JaonsVan
135,2023-03-19 23:51:35+00:00,@Houdoneit @Authorhayzoos Why do you hate Arsenal so much,N/A,a_askrillz
136,2023-03-19 23:51:33+00:00,"@VenomousFacade the air current bursts as a new monster flies against the draft, splitting the storm. Chains, kunai, bombs - everything short of the kitchen sink.

""Steel and shot combine to form a walking arsenal of assassination!
Fusion Summon! Yaguramaru the Armor Ninja!""
&lt;&lt; #WDFGOLDRUSH &gt;&gt; https://t.co/04DwNjsHkA",['WDFGOLDRUSH'],CardsOfKunoichi
137,2023-03-19 23:51:29+00:00,@BBCMOTD Guys you do realize there was more than one game on today like honestly you could of done a show covering all the FA cup goals also milking arsenal beating a manger less palace side for 38 minutes is ridiculous,N/A,mutimatty
138,2023-03-19 23:51:26+00:00,"@afcpablo_ @KimKardashian She should go to Liverpool vs Arsenal, wearing an Arsenal shirt and standing in the away end",N/A,StamfordWolf
139,2023-03-19 23:51:18+00:00,"@maanumitstwitta Listen, he might beat women, but he'll look good doing it, moonwalking away from the scene of the crime and shi'.",N/A,UnbiasedArsenal
140,2023-03-19 23:51:14+00:00,Even called double figures for both goals and assists. Him and Arsenal have been a breath of fresh air to watch and fair play to them!,N/A,ALEA234TTV
141,2023-03-19 23:51:10+00:00,"@JustMimi___ on Tuesday🐺👸
you Arsenal W.F.C. You will learn the difference between football and rugby 🐺 As VFL taught you last year 🐺
on Tuesday You will be an easy catch🐺
pray for🐺
Leah Williamson the judo player und Arsenal W.F.C.  rugby tem 🐺
they will turn into water ball😂🐺",N/A,CutekellySky
142,2023-03-19 23:51:08+00:00,@victorosimhen9 @PoojaMedia Come to Arsenal mate🤭,N/A,_otienoedward
143,2023-03-19 23:51:07+00:00,@ezrandez You rep arsenal and pop smoke. Choose a struggle.,N/A,GeraldAbuchi
144,2023-03-19 23:51:05+00:00,@dali_drama @Arsenal Right now they are like Georgia. Number 1 in the table.,N/A,GoKnights_PaulJ
145,2023-03-19 23:51:01+00:00,@mindyourmattles I was having similar feelings until the Arsenal match. https://t.co/WOtNw3T89Q,N/A,markemge
146,2023-03-19 23:51:00+00:00,@SebW__ People just hate arsenal lol,N/A,LADryanLAD
147,2023-03-19 23:50:56+00:00,@ashriaz00786 Yeah I’ll consider Trossard for when I bring back an Arsenal player. Going to transfer out Ode for a doubler though.,N/A,FPLMez8
148,2023-03-19 23:50:52+00:00,@YankeeGunner A #9 with 87% pass accuracy 🔥 https://t.co/VyhDT7T5Dg,N/A,1Walid1
149,2023-03-19 23:50:43+00:00,@Bubble_minakie Your enemies will not succeed,N/A,Arsenal_Era
150,2023-03-19 23:50:42+00:00,@MirrorFootball @johncrossmirror West ham brighton Southampton leeds wolves Nottingham forest.. if arsenal manage to win these 6 matches and draws 1 out of rest 4.they ll win the league with 88 pts. To catch them city will need 27 points from 11 matches with games against liv &amp; chelsea still to play..,N/A,neelroy2002
151,2023-03-19 23:50:42+00:00,@DailyAFC FA are looking into the incident and will fine Arsenal in due course 😅,N/A,NoRationality
152,2023-03-19 23:50:41+00:00,Win lose draw. Always the last to leave the pitch. My Captain 🫡 @Arsenal COYG 🔴⚪️ https://t.co/3nWfpGcFY2,N/A,mikeypoulli
