,Date of Creation,Content,hashtags,User
353,2023-03-19 23:37:13+00:00,"Interesting🤔

@JohnEDeaton1",N/A,_CryptoArsenal
354,2023-03-19 23:37:11+00:00,"@MikeTho40099334 @dildocosta @GaryLineker @BukayoSaka87 @Arsenal @theofficialfwa I mean, yes, but Haaland is also genuinely incredible",N/A,jgaugust
355,2023-03-19 23:36:54+00:00,@David_R210 @Arsenal @BobWilsonBWSC What?! You must be joking,N/A,maddycted
356,2023-03-19 23:36:43+00:00,"@ReshadRahman_ Can’t blame him tbh, lowkey can imagine him doing this when we play arsenal or if they win the league",N/A,CFC_kai10
357,2023-03-19 23:36:41+00:00,@Yemihazan God please detach me from Evil partners,N/A,DynamicTiwalade
358,2023-03-19 23:36:39+00:00,@AndyBarr29 Yeah those balls were tough like rocks wet,N/A,JohnAylott7
359,2023-03-19 23:36:37+00:00,"@DessTTutu Araujo ending in the winning side...with all the attack infront can't still score than an opponent has to score for you to somehow have to make a come back🤣🤣🤣🤣🤣the world fears madrid but madrid fears barcelona , he said",N/A,YongoYusuf
360,2023-03-19 23:36:35+00:00,Trossard @Arsenal &gt; Mudryk @ChelseaFC end of discussion it is not up for debate. 🔴⚪⚽💯,N/A,JcteamDevlin
361,2023-03-19 23:36:33+00:00,"Auba all things considered worst signing I’ve ever seen this club make , everything about it from getting released by arsenal to being 35 years old, pure rubbish",N/A,rhystakes
362,2023-03-19 23:36:32+00:00,every person who likes this tweet are obligated to vote for ricky,N/A,renjunhc
363,2023-03-19 23:36:27+00:00,@DoTheBartMan199 @CFCPys @Iewdawg His attitude issue is another thing also his personal life should have never sign him . If arsenal can just decide to stop using him make a lot of sense . Yet the owner wanna pay to sign this deadwood,N/A,mystriousboyy
364,2023-03-19 23:36:26+00:00,"@TifeRx I know nah, I want arsenal to run away with dat league title too cause una don try u deserve it dis season",N/A,Rxnahantsi
365,2023-03-19 23:36:24+00:00,"@Arsenal Wish he had told me, I could of stuck a wee tenner on Xhaka to score 😂",N/A,ScotGooner1
366,2023-03-19 23:36:23+00:00,"For the last few weekends, I've been building a real-time music visualizer on top of @soundxyz_ API. I built it with @threejs, using almost the full arsenal from @pmndrs. Here's a sneak peek of its capabilities with my favorite @hi_mija track... (SOUND ON) https://t.co/1tIilLBo5X",N/A,wojciech_dobry
367,2023-03-19 23:36:21+00:00,@WelBeast I need liverpool to win this game so @Arsenal remain 8pts + ahead of city,N/A,Anna_SED1992
368,2023-03-19 23:36:14+00:00,"@odinradnor14 @afcstuff Arsenal have won 22 out of 28. If all of them are shit, the PL is not that good as people like to say. It's a massive accomplishment. Because it came right after a home game lost against City. People were expecting Arsenal to drop the ball and they did the opposite.",N/A,Rosbaud
369,2023-03-19 23:36:11+00:00,"Arsenal, Borussia Dortmund and Napoli are all currently top of their leagues.
Throwback to their iconic Champions League group in 2013/2014 https://t.co/QFFLyc8hBV",N/A,99GOONER99
370,2023-03-19 23:36:07+00:00,"@kasala30 @Arsenal @BukayoSaka87 What on earth are you talking about
Holding was really only shown up once, and that was a long ball in the dying stages of the game that he simply didn't have the pace to match
Take a spell",N/A,L_A_C_E_S
371,2023-03-19 23:36:04+00:00,@Dhanish____ better don't call arsenal don't let them come for you😂😂,N/A,DebiUsifo
372,2023-03-19 23:36:00+00:00,@AndyBarr29 Walter was born in my Edmonton N18 where I grew up 81 games for Spurs 30 for Notts Forest 1 for England My grandads brother in law https://t.co/FyBKeSJ8Q8,N/A,JohnAylott7
373,2023-03-19 23:35:58+00:00,@MrTwoFooted @CerealKillerStu @Boxingscience20 Arsenal fans will have you believe otherwise,N/A,Jack_Moore7
374,2023-03-19 23:35:57+00:00,"@josh_obodai @Arsenal ""If they were drawing shadows Palace will be chasing it""
Drury the Goat 🐐",N/A,_Oluwa__
375,2023-03-19 23:35:48+00:00,"No Arsenal and Arteta ball for 2 weeks, gotta watch AFCON 😭😭😭😭😭💀💀💀💀💀💀
https://t.co/2Zte4EGHT7",N/A,scrapytweets
376,2023-03-19 23:35:46+00:00,@Squawka Ofcourse arsenal will not win,N/A,SamwelMwiti11
377,2023-03-19 23:35:43+00:00,"@Sxne19iv2 @MajestarQ This is because they went man to man pressing, same Vs arsenal in the cup. When Brighton went man to man pressing Vs us in the league with ederson we conceded chances and goals. Also ortega’s buildup is slower and a lot more inviting.",N/A,ii0_v2
378,2023-03-19 23:35:33+00:00,@TactiCoolMemes Any weapon the federal government has in its arsenal should be available for purchase by any citizen,N/A,MarcHDuhaime
379,2023-03-19 23:35:30+00:00,@chocohyck Still laughing of this just because How Haechan tag Doyoung 😂😂😂😂 is so far2 away😂😂,N/A,HuneyJArsenal
380,2023-03-19 23:35:23+00:00,Anyone selling an Arsenal Chelsea ticket ?,N/A,_okoe_
381,2023-03-19 23:35:10+00:00,"@AfcKols_ Threw Ozil and Auba under the bus, scapegoated Pepe and Guendouzi, who heals threw under the bus",N/A,UnrestrictedBu1
382,2023-03-19 23:35:08+00:00,@arsenal_loans Doncaster Rovers,N/A,SheunAdeola
383,2023-03-19 23:35:05+00:00,@AFTVMedia Arsenal player with the best hairline come back in history of the club.,N/A,peterxviii
384,2023-03-19 23:35:03+00:00,ARSENAL #ARSENAL @Arsenal,['ARSENAL'],StampleyN
385,2023-03-19 23:34:59+00:00,"@Jotaro61 As Arsenal were 5th in early November 2019. A coach shouldn't be sacked because of 2 league games, especially when the successor survived two 8ths and a 5th. It proves it was never about results. The fans got their wish and Emery got his revenge in the Europa League semi.",N/A,emeryball11
386,2023-03-19 23:34:59+00:00,I won’t get tired of you,N/A,TheArsenalWay5
387,2023-03-19 23:34:53+00:00,But Arsenal over-celebrates…,N/A,_IKENNA_
388,2023-03-19 23:34:51+00:00,@AFTVMedia Who gives me hope of an incoming Arsenal meltdown if he’s starting?,N/A,LloydClassic
389,2023-03-19 23:34:50+00:00,@arsenal_loans Dundalk. Derby County.,N/A,WMD_Gunner22
390,2023-03-19 23:34:46+00:00,"@tachyonspeed55 @fasc1nate I predict Arsenal will beat Crystal Palace 4-1.

Oh my goodness, would you look at this! Those alien prophecies came through again.

Good job future seeing alien dudes. https://t.co/LsMntrm1u0",N/A,ElGrecoAnglos
391,2023-03-19 23:34:36+00:00,"Rosie DiManno: Puerto Rican adventure was an eye-opener for Bowden Francis, who might make the... - Major League Baseball News - MLB News Now, Rumors, Transfers &amp; Trade, Results, Standings &amp; Schedules https://t.co/JyPmaWi2X2",N/A,sportsnews2022
392,2023-03-19 23:34:34+00:00,"@StaycMaria Can’t complain, hoping Arsenal win the title so I can act a fool in your mentions for a full decade. And you?",N/A,LSN_Frantz
393,2023-03-19 23:34:33+00:00,@arsenaloFka @Arsenal Happy birthday!,N/A,Eug_G4L
394,2023-03-19 23:34:28+00:00,"@esimanao @Realisiah1 Eth is only 8 months into this job, Arteta has been coaching Arsenal since 2019 December",N/A,ugute_joel
395,2023-03-19 23:34:24+00:00,"Report: Astros 2B Jose Altuve (broken thumb) out 8-10 weeks - Major League Baseball News - MLB News Now, Rumors, Transfers &amp; Trade, Results, Standings &amp; Schedules https://t.co/IAziCAD3Ie",N/A,sportsnews2022
396,2023-03-19 23:34:22+00:00,Arsenal fans suddenly enjoy taking part of discussions these days,N/A,_sully97
397,2023-03-19 23:34:22+00:00,@gabimartinelli @Arsenal We'll never get tired of your goals ❤️,N/A,ForeverTrmpr118
398,2023-03-19 23:34:21+00:00,@JamieMitchAFC This season only I think,N/A,NegativoArsenal
399,2023-03-19 23:34:18+00:00,Guilty-,N/A,KAD_Productions
400,2023-03-19 23:34:16+00:00,"@Spotlight_Abby The last line !!! 😂😂🤝🏿🤝🏿

You really know @ChimarokeNamani  too well!! 😂😂😂",N/A,Sparklin93
401,2023-03-19 23:34:13+00:00,@PureTarHeel @Arsenal Make my day when we win 😭😭😭,N/A,Daylenooo
402,2023-03-19 23:34:13+00:00,@cmbftbl arsenal are doing amazing but there’s like 9 teams fighting relegation how is the leauge not rubbish it’s not arsenals fault just take advantage and win it,N/A,A11111962350801
403,2023-03-19 23:34:08+00:00,"@SMalik86 An Arsenal legend.  If you haven't read his book, you must.  Met him at fans forum at Highbury long ago. He spent ages chatting to us ordinary punters. He was really interested to hear our ideas. One of which was a singing section, we'd now know this as AA25 I guess.",N/A,slaw0604
404,2023-03-19 23:34:07+00:00,"Lol, Arsenal, Man United, Barca all won their game ?? F**k it. This wasn’t the Sunday I prayed for…..🤬

Goodnight.",N/A,Martin2n04pxc3d
405,2023-03-19 23:34:07+00:00,@doboy88 @vspass @MintConditionVF That looks amazing mate. Much better than we have in the UK.,N/A,MLArsenal
406,2023-03-19 23:34:04+00:00,@Arsenal @adidasfootball Really hope that’s a joke,N/A,heftyhorse
407,2023-03-19 23:34:04+00:00,@Arsenal @Yayasanogoal22 Legend,N/A,fajaradhitiyaR
408,2023-03-19 23:33:56+00:00,"I could make a whole ass British Museum gallery with screenshots from Arsenal, Chelsea, Barca, Spurs, United fans beefing with us for no reason.",N/A,igorFCBayern
409,2023-03-19 23:33:56+00:00,"@InzaKanami @russell6298 @KinderDeBueno @City_Xtra easy domestic draws by playing arsenal, liverpool and chelsea twice? leipzig, dortmund and sevilla aren’t easy",N/A,AlvarezAdmirer
410,2023-03-19 23:33:51+00:00,"Bukayo Saka is the first player reach 10+ goals and 10+ assists since Alexis Sanchez in 2016/17. [via 
@Arsenal
] #afc",['afc'],Hanymo24
411,2023-03-19 23:33:48+00:00,"Common you Gunners, bring it home, we got 10 games to go!!!! #Arsenal #PremierLeague","['Arsenal', 'PremierLeague']",SotiriouPaul
412,2023-03-19 23:33:46+00:00,Arsenal will beat Man City 4-2 at the Etihad.,N/A,Terry80221011
413,2023-03-19 23:33:44+00:00,"@davthefifteenth @UtdInterest @camshaft1702 @markgoldbridge We beat Chelsea twice, and forgot to mention we also beat Arsenal",N/A,QuantumRavage
414,2023-03-19 23:33:42+00:00,@afcstuff @balogun Balogun going to be amazing for @Arsenal next season 💪👏👏👏,N/A,Anna_SED1992
415,2023-03-19 23:33:32+00:00,"@JaeeWoods Yes... So many teams play good football but win nothing, it's been like that with arsenal. Just facts",N/A,yoboss101
416,2023-03-19 23:33:26+00:00,@JGBallSquadmum1 @AFCSilverMember @SheWore @Arsenal All the excuses high demand blah blah blah is the bots hogging the seats and the system is in a mess.,N/A,gooner52
417,2023-03-19 23:33:25+00:00,"Arsenal 4-1 Crystal Palaca
A nearly perfect performance, and one that sets up Arsenal very nicely for after the break.

Player ratings ⬇️",N/A,AOJournos
418,2023-03-19 23:33:22+00:00,@jonmorleylfc I like the way you’ve cut your beard to stop looking ginger,N/A,MLArsenal
419,2023-03-19 23:33:18+00:00,@Nickkut_d @brfootball Have some shame we literally beat Arsenal and Chelsea to get here,N/A,bonramad
420,2023-03-19 23:33:05+00:00,@HumanAreMetal @Alvinuzor Stud hero 👏👏👏,N/A,dariendude2
421,2023-03-19 23:32:57+00:00,Arsenal got a really likeable team ngl their fans are a bit jarring but would still rather them win the league over city,N/A,a_askrillz
422,2023-03-19 23:32:55+00:00,@FemooAFC I promise you this narrative would simply not exist if Arsenal and Liverpool traded places in the league table. I guarantee it.,N/A,MoArsenal86
423,2023-03-19 23:32:54+00:00,@afcstuff Goated scored as many league goals for arsenal as Richarlison has for Topspur,N/A,NeilDeZoysa
424,2023-03-19 23:32:48+00:00,@AFTVMedia Name a defender that’s better than prime Maldini,N/A,arsenaltweeta
425,2023-03-19 23:32:40+00:00,"Wondering how much a player who scored 18 goals in 24 starts in Ligue 1 is worth in today’s market. 
For context Mbappe has 19 goals from 24 starts.
I think Arsenal should buy this guy as a backup for Jesus 🤪",N/A,KiranTom
426,2023-03-19 23:32:40+00:00,How many people becoming arsenal fans now 😂😂😂😂 come again,N/A,chelswot
427,2023-03-19 23:32:39+00:00,@maher_rian @Oluwada92215604 @CFCPys Too early Listen to yourself chelsea basically stop Mudryk from joining arsenal all for $100m to be on bench. Potter man management is very bad tell me one player who improve under him,N/A,Deholu01
428,2023-03-19 23:32:34+00:00,@SUCCESSSMAN God imagine if I stake this with 1k 😓😓😓😓,N/A,EmirateArsenal1
429,2023-03-19 23:32:29+00:00,@AskWhy05 Lmao out there telling coaches “I didn’t see it”,N/A,intheKCmix
430,2023-03-19 23:32:26+00:00,The curse of insignificance dominates the #world,['world'],Arsenal0126
431,2023-03-19 23:32:26+00:00,@mattkandela Tross The Process…!,N/A,Arsenal_WPB
432,2023-03-19 23:32:24+00:00,"@v3leedsinfideI Okay, we'll move on",N/A,bigchilli_1
433,2023-03-19 23:32:23+00:00,Looks like my Arsenal Stack just scraped a reward. Paid a heavy price for conceding a goal and Jesus not starting so morn than happy with a T5. #Sorare #PremierLeague #FPL #FPLCommunity https://t.co/hWeoil9TSJ,"['Sorare', 'PremierLeague', 'FPL', 'FPLCommunity']",FanFootFanBase
434,2023-03-19 23:32:17+00:00,First arsenal and now PSG??? The Kardashian’s curse is real. Ban these demons from old Trafford,N/A,elmicarlos
435,2023-03-19 23:32:16+00:00,"@saint_jude__ @TQdeanoo @StretfordPost @markgoldbridge In domestic competitions City have Eliminated Chelsea (twice), Arsenal, and Liverpool. But let’s all feel bad for United because they had to verse Fulham",N/A,QuantumRavage
436,2023-03-19 23:32:14+00:00,Fancy going back to Arsenal in two weeks @KimKardashian cheers love 😘,N/A,joord195
437,2023-03-19 23:32:13+00:00,@RyansTransport1 Arsenal bad,N/A,ThatOptareLover
438,2023-03-19 23:32:09+00:00,"@Faaad22ug @ReshadRahman_ Another reason you can never be a coach....trust what coach selects man....okay sergi had a last gasp winner, what can you say",N/A,YongoYusuf
439,2023-03-19 23:32:05+00:00,"Like, the only people who should be bothered about the 2 Fulham players being sent off are....Fulham supporters. An awful lot of upset Liverpool and Arsenal over it tonight....

Stay in your own lane lads.",N/A,manunitedrebel
440,2023-03-19 23:32:05+00:00,Michigan state you have rocked my world,N/A,oftheArsenal
441,2023-03-19 23:32:02+00:00,"@Donos_14 @RafaelBorre99 @mancityhardcore 12 pts behind Barca and you’ve played them twice. City 9 points behind with a game and hand and arsenal at home, so could easily be 2 points behind after that. Two very different situations.",N/A,heftyhorse
442,2023-03-19 23:32:02+00:00,@franklinleonard Will you be attending the Arsenal-Chelsea beatdown?,N/A,gstew_twit
443,2023-03-19 23:32:00+00:00,@Arsenal Cmon gunners♥️,N/A,Liam78228173
444,2023-03-19 23:31:58+00:00,At least Lahore and Arsenal winning was awesome to see this weekend at least thats more of  positive weekend. 🙌🏼🙌🏼,N/A,ArslanM90
445,2023-03-19 23:31:56+00:00,@ScouseTic people hate it when arsenal celebrate for some reason. if they win the prem people will genuinely get annoyed at how much they celebrate,N/A,samf012321
446,2023-03-19 23:31:55+00:00,@arsenal_loans Dunfermline Athletic,N/A,iaingales
447,2023-03-19 23:31:53+00:00,@Aniruddh_1886 @arsenal_loans Doncaster rovers and Dalian FC,N/A,buyukkazanan
448,2023-03-19 23:31:49+00:00,"Imagine talking about applying the law and then saying don’t talk about what happened in the past! 

Law is entirely based on precedent!!

PRECEDENT ENSURES PARITY OF TREATMENT AND FAIR LAW APPLICATION ! 🤦🏻‍♂️",N/A,ARSENAL_THERAP
449,2023-03-19 23:31:48+00:00,"@Thesingingblue @NorthGoon @terryflewers Agree to an extent but saka scores way more and is allowed to be more free and in attacking positions in that city side for sure, but i couldn’t see foden doing his part at somewhere like arsenal im not talking attacking wise im talking general play getting back mucking in etc",N/A,JMainOfficial
450,2023-03-19 23:31:43+00:00,@Ciaran12273473 @bootcutgenes That’s obviously not embarrassing it’s impressive it’s the fans beefing everyone else shamelessly forgetting arsenal hasn’t sniffed Champions league in like 9 years nevermind winning in Europe and consistently chatting shit to then go trophyless is embarrassing,N/A,JDPBeans
451,2023-03-19 23:31:37+00:00,@AndyBarr29 How did your dads football career go after that,N/A,JohnAylott7
452,2023-03-19 23:31:37+00:00,No one gave Napoli Arsenal or Barcelona a shut at the title this season well look at us https://t.co/VdvKboIYKy,N/A,Patrick70128282
453,2023-03-19 23:31:35+00:00,@Iam_Taikent @Skabzin_Mini @MadridPreeti Then the one against arsenal?,N/A,bluechaitt
454,2023-03-19 23:31:35+00:00,@ahmednasirlaw @WehliyeMohamed #10Finals to go  @arsenal and #HereWeGo take #EPL  it's time to dream young team vibrant and #daring,"['10Finals', 'HereWeGo', 'EPL', 'daring']",Dukeof254
455,2023-03-19 23:31:35+00:00,"471£ for an Arsenal Wolves ticket 

1500£ for an Arsenal Chelsea ticket 🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️",N/A,_okoe_
456,2023-03-19 23:31:23+00:00,@Guapjr11 Me when Arsenal play liquid football vs when we concide a cheap goal from a corner https://t.co/aIbcAiEJ3p,N/A,Hi_TechJ
457,2023-03-19 23:31:21+00:00,I’m going to rewatch all or nothing tonight to fall asleep to. We are the best team in world sports right now,N/A,MLArsenal
458,2023-03-19 23:31:11+00:00,@karthikadhaigal @DailyAFC This early celebrations will cost Arsenal title they will end up trophy less,N/A,HAskari110
459,2023-03-19 23:31:11+00:00,@gabimartinelli @Arsenal You were unbelievable as per norm 💯🔥,N/A,WeFCBusiness
460,2023-03-19 23:31:05+00:00,@AST_arsenal Something needs to happen,N/A,gooner52
461,2023-03-19 23:30:59+00:00,"@mtgreenee Russia was not a hoax you poor unfortunate woman. As a gifted child I always felt sorry for the non-gifted dullards in my classes. Like you.
Sad that you have nothing in your arsenal save hate, division and lie after lie.
The base? 🤣🤣🤣🤣🤣🤣🤣🤣 LOL! Shrinking! https://t.co/QcWI6Rb0Wp",N/A,IVLoveForever
462,2023-03-19 23:30:58+00:00,"@MathLjgs @brfootball Arsenal and Chelsea could’ve beaten us, but they didn’t 🤗",N/A,bonramad
463,2023-03-19 23:30:52+00:00,@Elvissimon17 @MancUnitedRed @ESPNFC This was more like when Di Maria pushed a ref v arsenal,N/A,theclassof_92
464,2023-03-19 23:30:50+00:00,@cfckip @CFCPys Because of something he did at Arsenal?,N/A,urkedal_odin
465,2023-03-19 23:30:49+00:00,@devin_calf Probably London to watch Arsenal in 2 weeks haha... Will just be going to and from work until then 😂,N/A,shevvvvvv
466,2023-03-19 23:30:49+00:00,@arsenaltweeta @Arsenal @_gyesi @ruthbeckart @ArsenalBuzzCom @ars_informer @now_arsenaI @senesketches @ThisIsArsenal01 @RobHolding95 @AFCMax9 It's the Diego Forlan hairstyle for me!!,N/A,morphaya
467,2023-03-19 23:30:48+00:00,“Saving arsenal for the 2nd time” but couldn’t save their own club 🥴🤣🤣,N/A,mcgook67
468,2023-03-19 23:30:46+00:00,@AndyBarr29 That’s fantastic Andy great indsight You should post this in the Arsenal Attic FB group for Arsenal nostalgia they will love it,N/A,JohnAylott7
469,2023-03-19 23:30:43+00:00,@adu_aderibigbe @One_Arsenal_ @FulhamFC @FA He didn't,N/A,0ggy__
470,2023-03-19 23:30:41+00:00,I love arsenal and my mum,N/A,samuelclegg
471,2023-03-19 23:30:39+00:00,I #VoteAlmada for @MLS Player of the Matchday!,['VoteAlmada'],Rude191
472,2023-03-19 23:30:37+00:00,@juniorfemola @Oludeewon Yeah sure 💯,N/A,Horpsy_lensky17
473,2023-03-19 23:30:36+00:00,What a weekend of football Arsenal and Barca wins to lead the title charges https://t.co/iYkymx36RA,N/A,Authorhayzoos
474,2023-03-19 23:30:28+00:00,"Bunts can be game changers - A big weapon in the arsenal! 
Great video!",N/A,Gawreluk
475,2023-03-19 23:30:18+00:00,"anyways Arsenal 3 pts , great day regardless",N/A,AFfromDaEast
476,2023-03-19 23:30:15+00:00,@Lvl99Gengar @Arsenal Overachieving,N/A,KvasirTheGod
477,2023-03-19 23:30:14+00:00,"@leeds_lord We didn't play that great against Wolves, so hopefully a few more wins will be good, especially against Arsenal 💛💙💛💙",N/A,AlfGill
478,2023-03-19 23:30:11+00:00,I #VoteMoreno for @MLS Player of the Matchday!,['VoteMoreno'],StancedILX234
479,2023-03-19 23:30:10+00:00,@GaryLineker @BukayoSaka87 @Arsenal @theofficialfwa Who cares what you think,N/A,alanfcockney
480,2023-03-19 23:30:09+00:00,@Adrianfc69 @ZerolfTHFC @FabrizioRomano Arsenal have never won a UCL,N/A,Frank_A1611
481,2023-03-19 23:30:02+00:00,@scrapytweets This is insanely embarrassing. Tottenham are so lucky their rivalry with Arsenal keeps them relevant.,N/A,conrayzo
482,2023-03-19 23:30:01+00:00,PL is not ready for this Rob Holding arc https://t.co/oG7GG4vhol,N/A,PinakiM
483,2023-03-19 23:30:01+00:00,@majestic_lewis @brfootball Literally beat Chelsea and Arsenal en route to this SF,N/A,bonramad
484,2023-03-19 23:30:00+00:00,"""Arsenal at the moment are just making themselves almost uncatchable.""  🗣️

@johncrossmirror brings his verdict on Arsenal's excellent win at home to Palace which puts them 8-points clear at the top 🤔⬇️ https://t.co/rQFqPhe3WO",N/A,MirrorFootball
485,2023-03-19 23:30:00+00:00,"🔴 ARSENAL vs PALACE BUILDABET 🦅

2️⃣ Arsenal 2+ goals
🚩 6+ Arsenal corners
🚩 3+ Palace corners
🟨 10+ booking pts each

Coming in at 15/4, back it here 👉 https://t.co/lNilqWmHMK

#Ad 18+ BeGambleAware https://t.co/qbBBFFdosb",['Ad'],Oddschanger
486,2023-03-19 23:30:00+00:00,"🇪🇸 LaLiga (J26):
1⃣ Barcelona: 68
2⃣ Real Madrid: 56

🏴󠁧󠁢󠁥󠁮󠁧󠁿 Premier League (J28):
1⃣ Arsenal: 69
2⃣ Man. City: 61 (-1)

🇮🇹 Serie A (J27):
1⃣ Napoli: 71
2⃣ Lazio: 52

🇫🇷 Ligue 1 (J28):
1⃣ PSG: 66
2⃣ Ol. Marsella: 59

🇩🇪 Bundesliga (J25)
1⃣ Borussia Dortmund: 53
2⃣ Bayern Múnich: 52",N/A,SVargasOK
487,2023-03-19 23:29:59+00:00,Imagine celebrating beating Madrid when they couldn't beat Man United that was smashed by Arsenal,N/A,Red_London21
488,2023-03-19 23:29:57+00:00,"@LeGrove He’s got his weaknesses but so has every player. He’s Arsenal, he’s dependable, his hair is amazing and those with short memories forget he had Haarland in his pocket for most of the cup game. 🎵he’s better than Cannavaro🎵",N/A,AFC_Glyn
489,2023-03-19 23:29:53+00:00,I really hope arsenal win the league 😭 probably won’t happen but it’s always good to hope,N/A,Popstarrxoxo
490,2023-03-19 23:29:50+00:00,"@arusio4 Because MC routinely win the title. They dont feel the hunger to win it like Arsenal does. To them its a prerequisite, but itd be tu e biggest moment in 20 years for Arsenal",N/A,_ACEINFINITE
491,2023-03-19 23:29:45+00:00,"Chelsea TV: Chelsea denied at the death after JOAO FELIX &amp; HAVERTZ twice put Blues in front | Matchday Unseen Catch all the Unseen angles from Chelsea's 2-2 Premier League draw against Everton at Stamford Bridge.

Download Chelsea FC's official mobile ap… https://t.co/rvZGs5q4jV",N/A,WeAreChelsea_FC
492,2023-03-19 23:29:43+00:00,"@AbdulGH_ It's run by an Arsenal account. Their best football influencer is Troopz, they moved him out to NY.",N/A,AmarTime3
493,2023-03-19 23:29:43+00:00,"@markgoldbridge Man Utd hasn't played any top side in the cups this season... City got both Liverpool and Chelsea in the first 2 rounds of the carabao, and got Chelsea b Arsenal in the first 2 rounds of the FA cup.. So rest!!!",N/A,eldiscreto10
494,2023-03-19 23:29:41+00:00,@racingblogger Nah Arsenal have actually become us,N/A,Nik01Kv2
495,2023-03-19 23:29:39+00:00,@ImJustM06738362 @Arsenal Can't even find your father,N/A,AFCVara
496,2023-03-19 23:29:39+00:00,Oh yes lol,N/A,Mihawastyles
497,2023-03-19 23:29:38+00:00,@marvellousjo @DeanJamesAFC @arsenal_25 7-0 baby,N/A,afc_cat
498,2023-03-19 23:29:38+00:00,@Queen_Aeesha How long you been supporting arsenal?,N/A,thesz_flicksz
499,2023-03-19 23:29:34+00:00,@fullback03 Nah this uear doesn’t count harry Kane was focusing on his children’s novel reading instead of football he called time out but arsenal kept banging it out like little wet wipes. This years null and void,N/A,Jamescl_20
500,2023-03-19 23:29:33+00:00,Canada's Amihere helps top-seeded South Carolina advance to Sweet 16 in rout of USF – NBA News https://t.co/jnYjnLyWMx,N/A,sportsnews2022
501,2023-03-19 23:29:33+00:00,"March madness gonna get me through next weekend thankfully, no Arsenal is always a killer",N/A,TimeToPartey1
502,2023-03-19 23:29:29+00:00,@afcstuff Zinchenko was the hero arsenal needed,N/A,NeilDeZoysa
503,2023-03-19 23:29:26+00:00,@gabimartinelli @Arsenal This guy 🐐🔥❤️💯,N/A,Kelv1Osei
504,2023-03-19 23:29:25+00:00,"@eyitayojay Time for bed, pls do not enter the kitchen, it’s late",N/A,DynamicTiwalade
505,2023-03-19 23:29:22+00:00,@v3leedsinfideI @Fabian_v4 Bro just say you don’t watch ball man people only have something to say when it’s Arsenal but if it was your team different energy low it man,N/A,GJ9_Szn
506,2023-03-19 23:29:20+00:00,This is why arsenal fans don’t deserve good things,N/A,_Manuel_onuora
507,2023-03-19 23:29:19+00:00,kim kardashian has been to two games &amp; both teams she supported lost Arsenal &amp; PSG😂😂. Old toilet🚽Trafford next please? 🥳 https://t.co/RhpoHFE9om,N/A,Fozi79
508,2023-03-19 23:29:19+00:00,"Great day at The Arsenal.

Thanks for sorting @arsenaltiks https://t.co/AgaaZihV2Y",N/A,saif589
509,2023-03-19 23:29:17+00:00,This football season has no form except for Arsenal everything else all over the place,N/A,JoJo_JoeN
510,2023-03-19 23:29:16+00:00,Nice to meet the Arsenal Twitter guys at the game today @afcjxmes @RjArsenalBlog @afcevan @mattjafc @CurranBoP @TheWaveAFC @rafsenal and the rest,N/A,EGTVEgal
511,2023-03-19 23:29:05+00:00,Love this team with my whole heart…♥️ https://t.co/P24X0vEmHv,N/A,TaZRahman7
512,2023-03-19 23:29:01+00:00,@GeorgeAnagli What about supporting Arsenal,N/A,Sammy_okoto
513,2023-03-19 23:28:57+00:00,@POTUS There's no justification for robbing tax dollars from hard working Americans just to do what you will either!... In the grand scheme of things you should let Americans hold on to their arsenal. Someone has to protect this country because you sissys aren't.,N/A,JohnHarrell_
514,2023-03-19 23:28:56+00:00,@premierleague @FemooAFC @BukayoSaka87 @Arsenal Lmao arsenal really cooked on this list.,N/A,KingsleyJr29
515,2023-03-19 23:28:54+00:00,@scrapytweets @PeprahSo So wrong you may as well delete,N/A,AlwaysMyArsenal
516,2023-03-19 23:28:53+00:00,@DessTTutu @goal @neymarjr She wasn't in madrid and somehowly they couldn't win...which curse is that🤣🤣🤣🤣,N/A,YongoYusuf
517,2023-03-19 23:28:51+00:00,@MadridPreeti Pretty sure he scored one further out vs Arsenal/Porto,N/A,Rob24630552
518,2023-03-19 23:28:49+00:00,@Busta_Thymes But I don’t understand why arsenal should “cry more” over a Carabao Cup. I’m not kidding I would trade it without hesitation if it meant my club didn’t get embaressed by City and Liverpool.,N/A,WengerBall02
519,2023-03-19 23:28:45+00:00,If that was arteta Arsenal fans would be crying,N/A,lewi000000
520,2023-03-19 23:28:45+00:00,"@COYSeminoles Can’t say that when equals like arsenal have the turnaround they have. I get your opinion, you aren’t the only one with that feeling too. But I’m not here to bash it. I am just happy Conte said because it’s a reoccurring theme with ENIC &amp; Leavy.",N/A,JohnRussell215
521,2023-03-19 23:28:43+00:00,@maven_marlon For the “rules expert” to pop in and say it wasn’t when the ball clearly hit the glass first is comical. 😂😂😂,N/A,intheKCmix
522,2023-03-19 23:28:40+00:00,@baz_arsenal @afcstuff @clockend_george Say you’ve never been to a game without saying you’ve never been to a game,N/A,Ak1763064047
523,2023-03-19 23:28:40+00:00,@Turban_Spaceman Weird lot. Trying to be ultras with masks on. What a state. @Arsenal 🤣,N/A,AviationBlue
